scenario,distance_source,stage,origin_id,destination_id,destination_physical_id,flow_tons,distance_km,tonne_km
proxy_baseline,proxy,source_collection,GD13,C02_S,C02,63.72464827074236,120.66466151382669,7689.313113676788
proxy_baseline,proxy,source_collection,GD17,C17_E,C17,39.104721205240175,0.0,0.0
proxy_baseline,proxy,source_collection,GD18,C17_E,C17,43.45054335371179,111.19371737991148,4831.42743767622
proxy_baseline,proxy,source_collection,GD19,C08_E,C08,30.413076908296944,104.64220370470176,3182.4913891247697
proxy_baseline,proxy,source_collection,GD20,C08_E,C08,72.41629256768537,103.20676285733128,7473.8511340402265
proxy_baseline,proxy,source_collection,GD21,C17_E,C17,28.9657492139738,84.3101346674444,2442.106216973553
proxy_baseline,proxy,collection_echelon,C02_S,P16,P16,1137.0267791650654,0.0,0.0
proxy_baseline,proxy,collection_recycling,C02_S,P01,P01,1205.4019405903932,164.12761660705732,197839.74756262294
proxy_baseline,proxy,collection_recycling,C08_E,P01,P01,306.219220716157,215.52013332303915,65996.4072748233
proxy_baseline,proxy,collection_recycling,C09_E,P01,P01,300.0,120.74332810044686,36222.99843013406
proxy_baseline,proxy,collection_recycling,C17_E,P01,P01,299.99999999999994,356.1012752762718,106830.38258288152
proxy_baseline,proxy,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,31.138660288209607,,
proxy_baseline,proxy,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,36.206226751091705,,
proxy_baseline,proxy,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,107.9007750043668,,
proxy_baseline,proxy,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,92.69039748471617,,
split_node_legacy,osrm,source_collection,GD01,C02_S,C02,902.1803930131005,141.4812,127641.56461996507
split_node_legacy,osrm,source_collection,GD02,C02_S,C02,871.4678689956331,0.0,0.0
split_node_legacy,osrm,source_collection,GD03,C02_S,C02,106.30372375545852,102.1378,10857.628476190272
split_node_legacy,osrm,source_collection,GD04,C20_E,C20,119.38725898689955,46.2723,5524.3230640195125
split_node_legacy,osrm,source_collection,GD05,C02_S,C02,42.525263170305664,142.9087,6077.230076826261
split_node_legacy,osrm,source_collection,GD05,C17_E,C17,188.47898622707422,85.2239,16062.91427431755
split_node_legacy,osrm,source_collection,GD08,C20_E,C20,46.345198742358086,114.1457,5290.1051520855835
split_node_legacy,osrm,source_collection,GD09,C02_S,C02,133.24628544978165,88.7728,11828.645848976377
split_node_legacy,osrm,source_collection,GD10,C20_E,C20,53.58951534497817,127.7243,6844.683334776595
split_node_legacy,osrm,source_collection,GD11,C02_S,C02,265.7669875196506,74.33330000000001,19755.337213394447
split_node_legacy,osrm,source_collection,GD12,C02_S,C02,203.6240342358079,85.22619999999999,17354.10266658781
split_node_legacy,osrm,source_collection,GD13,C02_S,C02,63.72464827074236,126.4266,8056.490617065835
split_node_legacy,osrm,source_collection,GD17,C17_E,C17,39.104721205240175,0.0,0.0
split_node_legacy,osrm,source_collection,GD18,C17_E,C17,43.45054335371179,109.3077,4749.478957744522
split_node_legacy,osrm,source_collection,GD19,C20_E,C20,30.413076908296944,30.5228,928.2922638565659
split_node_legacy,osrm,source_collection,GD20,C20_E,C20,72.4162925676856,0.0,0.0
split_node_legacy,osrm,source_collection,GD21,C17_E,C17,28.9657492139738,99.117,2870.9981648414414
split_node_legacy,osrm,collection_echelon,C02_S,P18,P18,906.093721543668,88.19930000000001,79916.83197454645
split_node_legacy,osrm,collection_echelon,C17_E,P18,P18,104.99999999999997,236.063,24786.61499999999
split_node_legacy,osrm,collection_echelon,C20_E,P18,P18,112.75296989257642,246.9911,27848.98006203433
split_node_legacy,osrm,collection_recycling,C02_S,P01,P01,1682.7454828668126,159.5111,268416.58299211645
split_node_legacy,osrm,collection_recycling,C17_E,P01,P01,195.0,358.1613,69841.4535
split_node_legacy,osrm,collection_recycling,C20_E,P01,P01,209.39837265764194,157.7425,33031.022798948085
split_node_legacy,osrm,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,31.138660288209607,,
split_node_legacy,osrm,emergency_outsource,GD07,OUTSOURCE,OUTSOURCE,37.657393510917025,,
split_node_legacy,osrm,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,36.206226751091705,,
split_node_legacy,osrm,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,107.9007750043668,,
split_node_legacy,osrm,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,92.69039748471617,,
local_generic,osrm,source_collection,GD01,C05_S,C05,2255.450982532751,25.4265,57348.224407368994
local_generic,osrm,source_collection,GD02,C02_S,C02,2178.6696724890826,0.0,0.0
local_generic,osrm,source_collection,GD03,C13_S,C13,265.7593093886463,81.7238,21718.86064861585
local_generic,osrm,source_collection,GD04,C02_S,C02,298.46814746724885,332.09520000000003,99119.83912676551
local_generic,osrm,source_collection,GD05,C05_S,C05,577.5106234934497,0.0,0.0
local_generic,osrm,source_collection,GD06,C05_S,C05,77.84665072052401,257.7153,20062.272944435063
local_generic,osrm,source_collection,GD07,C05_S,C05,89.19174325327549,291.10209999999995,25963.903763689323
local_generic,osrm,source_collection,GD07,C13_S,C13,4.951740524017168,347.3153,1719.8152456211799
local_generic,osrm,source_collection,GD08,C02_S,C02,58.82596799126648,343.7588,20221.944165516175
local_generic,osrm,source_collection,GD08,C13_S,C13,57.037028864628724,443.8259000000001,25314.510669169827
local_generic,osrm,source_collection,GD09,C13_S,C13,333.1157136244542,182.8135,60898.04951268416
local_generic,osrm,source_collection,GD10,C02_S,C02,133.97378836244542,188.0076,25188.09041293129
local_generic,osrm,source_collection,GD11,C13_S,C13,664.4174687991266,112.4987,74746.1014971923
local_generic,osrm,source_collection,GD12,C13_S,C13,509.0600855895197,39.5464,20131.49376875738
local_generic,osrm,source_collection,GD13,C13_S,C13,159.31162067685588,0.0,0.0
local_generic,osrm,source_collection,GD14,C13_S,C13,90.51556687772926,174.3725,15783.425685386845
local_generic,osrm,source_collection,GD15,C13_S,C13,269.751937510917,355.2792,95837.25255732858
local_generic,osrm,source_collection,GD16,C13_S,C13,231.7259937117904,274.2217,63544.29592983647
local_generic,osrm,source_collection,GD17,C13_S,C13,97.76180301310043,101.9135,9963.247511375612
local_generic,osrm,source_collection,GD18,C13_S,C13,108.62635838427946,142.3946,15467.80685158612
local_generic,osrm,source_collection,GD19,C02_S,C02,76.03269227074236,330.9048,25159.58282931155
local_generic,osrm,source_collection,GD20,C02_S,C02,181.040731419214,303.0705,54868.10499158689
local_generic,osrm,source_collection,GD21,C13_S,C13,72.4143730349345,167.4085,12122.781568218832
local_generic,osrm,collection_echelon,C02_S,P11,P11,1500.0,0.0,0.0
local_generic,osrm,collection_echelon,C02_S,P17,P17,1427.0109999999995,0.0,0.0
local_generic,osrm,collection_echelon,C05_S,P15,P15,150.0,0.0,0.0
local_generic,osrm,collection_recycling,C05_S,P21R,P21R,2850.0,0.0,0.0
local_generic,osrm,collection_recycling,C13_S,P12,P12,2864.4490000000005,0.0,0.0
local_capture,osrm,source_collection,GD01,C05_S,C05,902.1803930131005,25.4265,22939.2897629476
local_capture,osrm,source_collection,GD02,C02_S,C02,871.4678689956332,0.0,0.0
local_capture,osrm,source_collection,GD03,C05_S,C05,106.30372375545852,120.5508,12814.998941699529
local_capture,osrm,source_collection,GD04,C02_S,C02,119.38725898689955,332.09520000000003,39647.93565070621
local_capture,osrm,source_collection,GD05,C05_S,C05,231.00424939737988,0.0,0.0
local_capture,osrm,source_collection,GD06,C05_S,C05,31.138660288209607,257.7153,8024.909177774026
local_capture,osrm,source_collection,GD07,C05_S,C05,37.657393510917025,291.10209999999995,10962.146331554317
local_capture,osrm,source_collection,GD08,C05_S,C05,46.345198742358086,398.9045,18487.308331720982
local_capture,osrm,source_collection,GD09,C02_S,C02,83.53038719650671,88.7728,7415.226356518051
local_capture,osrm,source_collection,GD09,C05_S,C05,15.482885772925528,158.107,2447.9526208999364
local_capture,osrm,source_collection,GD09,C11_S,C11,34.233012480349416,94.6155,3238.9735923345
local_capture,osrm,source_collection,GD10,C02_S,C02,53.58951534497817,188.0076,10075.236165172517
local_capture,osrm,source_collection,GD11,C11_S,C11,265.7669875196506,0.0,0.0
local_capture,osrm,source_collection,GD12,C05_S,C05,203.6240342358079,75.559,15385.628402823408
local_capture,osrm,source_collection,GD13,C05_S,C05,63.72464827074236,67.43960000000001,4297.564789519557
local_capture,osrm,source_collection,GD14,C05_S,C05,36.206226751091705,210.554,7623.365867349363
local_capture,osrm,source_collection,GD15,C05_S,C05,107.9007750043668,396.1833,42748.48511378755
local_capture,osrm,source_collection,GD16,C05_S,C05,92.69039748471617,315.1258,29209.135659689175
local_capture,osrm,source_collection,GD17,C05_S,C05,39.104721205240175,84.96539999999999,3322.548279091713
local_capture,osrm,source_collection,GD18,C05_S,C05,43.45054335371179,94.902,4123.543465353956
local_capture,osrm,source_collection,GD19,C02_S,C02,30.413076908296944,330.9048,10063.83313172462
local_capture,osrm,source_collection,GD20,C02_S,C02,72.4162925676856,303.0705,21947.24199663476
local_capture,osrm,source_collection,GD21,C05_S,C05,28.9657492139738,172.26170000000002,4989.689201372791
local_capture,osrm,collection_echelon,C02_S,P11,P11,1230.8044000000002,0.0,0.0
local_capture,osrm,collection_recycling,C05_S,P21R,P21R,1985.7795999999996,0.0,0.0
local_capture,osrm,collection_recycling,C11_S,P21R,P21R,300.0,82.4602,24738.06
local_arcs,osrm,source_collection,GD01,C17_S,C17,902.1803930131005,97.7622,88199.14001782534
local_arcs,osrm,source_collection,GD02,C02_S,C02,871.4678689956328,0.0,0.0
local_arcs,osrm,source_collection,GD03,C02_S,C02,106.30372375545848,102.1378,10857.628476190266
local_arcs,osrm,source_collection,GD04,C20_S,C20,119.38725798689956,46.2723,5524.323017747212
local_arcs,osrm,source_collection,GD05,C17_S,C17,231.00424939737988,85.2239,19687.083050217363
local_arcs,osrm,source_collection,GD08,C20_S,C20,46.345197742358096,114.1457,5290.105037939885
local_arcs,osrm,source_collection,GD09,C02_S,C02,133.24628544978194,88.7728,11828.645848976403
local_arcs,osrm,source_collection,GD10,C20_S,C20,53.58951534497817,127.7243,6844.683334776595
local_arcs,osrm,source_collection,GD11,C02_S,C02,265.7669875196506,74.33330000000001,19755.337213394447
local_arcs,osrm,source_collection,GD12,C17_S,C17,203.6240342358079,141.1441,28740.331050582296
local_arcs,osrm,source_collection,GD13,C17_S,C17,63.724648270742506,104.2271,6641.835287779506
local_arcs,osrm,source_collection,GD17,C17_S,C17,39.104721205240175,0.0,0.0
local_arcs,osrm,source_collection,GD18,C17_S,C17,43.45054335371179,109.3077,4749.478957744522
local_arcs,osrm,source_collection,GD19,C20_S,C20,30.413075908296953,30.5228,928.2922333337663
local_arcs,osrm,source_collection,GD20,C20_S,C20,72.41629156768562,0.0,0.0
local_arcs,osrm,source_collection,GD21,C17_S,C17,28.96574821397381,99.117,2870.9980657244423
local_arcs,osrm,collection_echelon,C02_S,P05,P05,801.6953511360256,88.19930000000001,70708.96878345167
local_arcs,osrm,collection_echelon,C20_S,P05,P05,322.1513385502182,246.9911,79568.5134749908
local_arcs,osrm,collection_recycling,C02_S,P20R,P20R,575.0895145844986,216.9584,124770.50094102949
local_arcs,osrm,collection_recycling,C17_S,P20R,P20R,1512.0543376899566,0.0,0.0
local_arcs,osrm,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,31.138660288209607,,
local_arcs,osrm,emergency_outsource,GD07,OUTSOURCE,OUTSOURCE,37.657393510917025,,
local_arcs,osrm,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,36.206226751091705,,
local_arcs,osrm,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,107.9007750043668,,
local_arcs,osrm,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,92.69039748471617,,
local_ownership,osrm,source_collection,GD01,C01_S,C01,902.1803930131002,0.0,0.0
local_ownership,osrm,source_collection,GD02,C01_S,C01,871.4678689956331,135.1178,117750.82122937815
local_ownership,osrm,source_collection,GD03,C01_S,C01,106.30372375545852,126.5484,13452.566155295268
local_ownership,osrm,source_collection,GD04,C20_E,C20,119.38725898689955,46.2723,5524.3230640195125
local_ownership,osrm,source_collection,GD05,C01_S,C01,231.00424939737988,24.5447,5669.93000018387
local_ownership,osrm,source_collection,GD08,C20_E,C20,46.345198742358086,114.1457,5290.1051520855835
local_ownership,osrm,source_collection,GD09,C01_S,C01,133.24628544978165,138.8645,18503.178805841202
local_ownership,osrm,source_collection,GD10,C20_E,C20,53.58951534497817,127.7243,6844.683334776595
local_ownership,osrm,source_collection,GD11,C01_S,C01,265.7669875196506,63.0212,16748.954473873408
local_ownership,osrm,source_collection,GD12,C01_S,C01,78.86969627947605,82.532,6509.273773337717
local_ownership,osrm,source_collection,GD12,C17_E,C17,124.75433795633185,141.1441,17608.3387519423
local_ownership,osrm,source_collection,GD13,C17_E,C17,63.72464827074236,104.2271,6641.8352877794905
local_ownership,osrm,source_collection,GD17,C17_E,C17,39.104721205240175,0.0,0.0
local_ownership,osrm,source_collection,GD18,C17_E,C17,43.45054335371179,109.3077,4749.478957744522
local_ownership,osrm,source_collection,GD19,C20_E,C20,30.413076908296944,30.5228,928.2922638565659
local_ownership,osrm,source_collection,GD20,C20_E,C20,72.4162925676856,0.0,0.0
local_ownership,osrm,source_collection,GD21,C17_E,C17,28.9657492139738,99.117,2870.9981648414414
local_ownership,osrm,collection_echelon,C01_S,P05,P05,801.695348886026,138.7404,111227.53338258679
local_ownership,osrm,collection_echelon,C20_E,P05,P05,322.1513425502184,246.9911,79568.51446295524
local_ownership,osrm,collection_recycling,C01_S,P21R,P21R,1787.1438555244545,25.4265,45440.81324249254
local_ownership,osrm,collection_recycling,C17_E,P21R,P21R,300.0,84.96539999999999,25489.619999999995
local_ownership,osrm,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,31.138660288209607,,
local_ownership,osrm,emergency_outsource,GD07,OUTSOURCE,OUTSOURCE,37.657393510917025,,
local_ownership,osrm,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,36.206226751091705,,
local_ownership,osrm,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,107.9007750043668,,
local_ownership,osrm,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,92.69039748471617,,
demand_low,osrm,source_collection,GD01,C09_E,C09,113.84973801222714,138.7404,15795.558191711598
demand_low,osrm,source_collection,GD01,C17_E,C17,254.85192137641917,97.7622,24914.884507985767
demand_low,osrm,source_collection,GD02,C02_E,C02,356.15011353711793,0.0,0.0
demand_low,osrm,source_collection,GD03,C02_E,C02,43.444038078602624,102.1378,4437.278472464699
demand_low,osrm,source_collection,GD05,C17_E,C17,94.40645212227074,85.2239,8045.686035023189
demand_low,osrm,source_collection,GD09,C09_E,C09,54.454881676855905,0.0,0.0
demand_low,osrm,source_collection,GD10,C09_E,C09,21.900878567685595,131.9282,2889.343487853339
demand_low,osrm,source_collection,GD11,C09_E,C09,108.61323308296949,95.089,10327.923720626486
demand_low,osrm,source_collection,GD12,C02_E,C02,82.03548033537133,85.22619999999999,6991.572254158424
demand_low,osrm,source_collection,GD12,C09_E,C09,1.1812686602618783,146.90079999999998,173.5293112073981
demand_low,osrm,source_collection,GD13,C17_E,C17,26.042888698689957,104.2271,2714.374764687228
demand_low,osrm,source_collection,GD17,C17_E,C17,15.981255755458518,0.0,0.0
demand_low,osrm,source_collection,GD18,C17_E,C17,17.757299493449782,109.3077,1941.0095658401608
demand_low,osrm,source_collection,GD21,C17_E,C17,11.83767668122271,99.117,1173.3149996127515
demand_low,osrm,collection_echelon,C17_E,P20E,P20E,420.87749412751083,0.0,0.0
demand_low,osrm,collection_recycling,C02_E,P01,P01,481.6296319510919,159.5111,76825.27238511381
demand_low,osrm,collection_recycling,C09_E,P01,P01,300.0,123.5371,37061.13
demand_low,osrm,emergency_outsource,GD04,OUTSOURCE,OUTSOURCE,48.79099661135371,,
demand_low,osrm,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,12.725698550218342,,
demand_low,osrm,emergency_outsource,GD07,OUTSOURCE,OUTSOURCE,15.389764157205239,,
demand_low,osrm,emergency_outsource,GD08,OUTSOURCE,OUTSOURCE,18.940282689956337,,
demand_low,osrm,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,14.796703615720526,,
demand_low,osrm,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,44.0967184628821,,
demand_low,osrm,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,37.880565379912674,,
demand_low,osrm,emergency_outsource,GD19,OUTSOURCE,OUTSOURCE,12.429168279475984,,
demand_low,osrm,emergency_outsource,GD20,OUTSOURCE,OUTSOURCE,29.594976174672496,,
demand_high,osrm,source_collection,GD01,C09_S,C09,1677.3477870393012,138.7404,232715.90291294747
demand_high,osrm,source_collection,GD01,C17_S,C17,709.3204225676848,97.7622,69344.72501514651
demand_high,osrm,source_collection,GD02,C02_S,C02,2305.419930131005,0.0,0.0
demand_high,osrm,source_collection,GD03,C02_S,C02,281.22060733624465,102.1378,28723.25414798789
demand_high,osrm,source_collection,GD04,C20_E,C20,315.8323743930131,46.2723,14614.290377625819
demand_high,osrm,source_collection,GD05,C17_S,C17,611.1089340786026,85.2239,52081.08668702142
demand_high,osrm,source_collection,GD07,C08_E,C08,99.62054667248908,140.0552,13952.375588324794
demand_high,osrm,source_collection,GD08,C08_E,C08,122.60365372925767,0.0,0.0
demand_high,osrm,source_collection,GD09,C09_S,C09,352.4956605065503,0.0,0.0
demand_high,osrm,source_collection,GD10,C09_S,C09,141.76809165065504,131.9282,18703.20914890595
demand_high,osrm,source_collection,GD11,C09_S,C09,703.0718304104804,95.089,66854.39728190217
demand_high,osrm,source_collection,GD12,C02_S,C02,413.35946253275097,85.22619999999999,35229.05622570874
demand_high,osrm,source_collection,GD12,C09_S,C09,125.31663039301338,146.90079999999998,18409.113258037978
demand_high,osrm,source_collection,GD13,C17_S,C17,168.58002387772927,104.2271,17570.607006706476
demand_high,osrm,source_collection,GD14,C16_E,C16,95.78156546724892,127.6495,12226.468941111592
demand_high,osrm,source_collection,GD15,C16_E,C16,285.44551786899564,93.1125,26578.545782576857
demand_high,osrm,source_collection,GD16,C16_E,C16,245.20730745851534,0.0,0.0
demand_high,osrm,source_collection,GD17,C17_S,C17,103.44937184279478,0.0,0.0
demand_high,osrm,source_collection,GD18,C17_S,C17,114.94600338864628,109.3077,12564.48325460513
demand_high,osrm,source_collection,GD19,C08_E,C08,77.77579959825326,138.8111,10796.144295613094
demand_high,osrm,source_collection,GD19,C20_E,C20,2.6803091528384613,30.5228,81.81054021025778
demand_high,osrm,source_collection,GD20,C20_E,C20,191.5732869694324,0.0,0.0
demand_high,osrm,source_collection,GD21,C17_S,C17,76.62728358078604,99.117,7595.066466676771
demand_high,osrm,collection_echelon,C02_S,P16,P16,816.7269100951971,0.0,0.0
demand_high,osrm,collection_echelon,C16_E,P06,P06,626.4343907947599,274.2217,171781.9035822034
demand_high,osrm,collection_echelon,C17_S,P06,P06,284.0320393362438,101.9135,28946.699240894286
demand_high,osrm,collection_echelon,C17_S,P20E,P20E,1500.0,0.0,0.0
demand_high,osrm,collection_recycling,C02_S,P01,P01,2183.273089904804,159.5111,348256.2921711141
demand_high,osrm,collection_recycling,C08_E,P01,P01,300.0,216.151,64845.3
demand_high,osrm,collection_recycling,C09_S,P01,P01,3000.0,123.5371,370611.3
demand_high,osrm,collection_recycling,C20_E,P01,P01,510.085970515284,157.7425,80462.23620400719
demand_high,osrm,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,82.37559935371179,,
spatial_s1,osrm,source_collection,GD01,C02_S,C02,645.8489007179512,141.4812,91375.4774922566
spatial_s1,osrm,source_collection,GD02,C02_S,C02,701.892403874869,0.0,0.0
spatial_s1,osrm,source_collection,GD03,C02_S,C02,89.64492155296512,102.1378,9156.13506859244
spatial_s1,osrm,source_collection,GD04,C20_E,C20,116.09985626491091,46.2723,5372.207379046838
spatial_s1,osrm,source_collection,GD05,C02_S,C02,224.90750232023436,142.9087,32141.238776831677
spatial_s1,osrm,source_collection,GD05,C17_E,C17,73.5124393080021,85.2239,6265.01677634124
spatial_s1,osrm,source_collection,GD08,C20_E,C20,72.76759396971907,114.1457,8306.107950989363
spatial_s1,osrm,source_collection,GD09,C02_S,C02,160.49711232229853,88.7728,14247.778052764945
spatial_s1,osrm,source_collection,GD10,C20_E,C20,55.92725729308546,127.7243,7143.269788679236
spatial_s1,osrm,source_collection,GD11,C02_S,C02,298.5190309881433,74.33330000000001,22189.904686150956
spatial_s1,osrm,source_collection,GD12,C02_S,C02,113.0823389752361,85.22619999999999,9637.578037971265
spatial_s1,osrm,source_collection,GD13,C02_S,C02,119.21590912526811,126.4266,15072.06205661662
spatial_s1,osrm,source_collection,GD14,C16_E,C16,56.550081827469334,127.6495,7218.589670235547
spatial_s1,osrm,source_collection,GD15,C16_E,C16,145.0816147928144,93.1125,13508.911857395931
spatial_s1,osrm,source_collection,GD16,C16_E,C16,136.7001911346981,0.0,0.0
spatial_s1,osrm,source_collection,GD17,C17_E,C17,93.62148238551345,0.0,0.0
spatial_s1,osrm,source_collection,GD18,C17_E,C17,83.3577039038042,109.3077,9111.638891005858
spatial_s1,osrm,source_collection,GD19,C20_E,C20,53.25273352865159,30.5228,1625.4225349483268
spatial_s1,osrm,source_collection,GD20,C20_E,C20,109.23357161239743,0.0,0.0
spatial_s1,osrm,source_collection,GD21,C17_E,C17,49.50837440268002,99.117,4907.121545670436
spatial_s1,osrm,collection_echelon,C02_S,P06,P06,551.3954693502671,120.5209,66454.6782220166
spatial_s1,osrm,collection_echelon,C16_E,P06,P06,338.33188775498184,274.2217,92777.9454243803
spatial_s1,osrm,collection_echelon,C17_E,P06,P06,300.0,101.9135,30574.05
spatial_s1,osrm,collection_recycling,C02_S,P01,P01,1802.212650526698,159.5111,287472.92231942917
spatial_s1,osrm,collection_recycling,C20_E,P01,P01,407.28101266876445,157.7425,64245.52514090258
spatial_s1,osrm,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,60.291926737879606,,
spatial_s1,osrm,emergency_outsource,GD07,OUTSOURCE,OUTSOURCE,57.07105296140875,,
spatial_s2,osrm,source_collection,GD01,C02_S,C02,799.6477960950413,141.4812,113135.12976888176
spatial_s2,osrm,source_collection,GD02,C02_S,C02,803.6376829473277,0.0,0.0
spatial_s2,osrm,source_collection,GD03,C02_S,C02,99.64020287446118,102.1378,10177.03111315114
spatial_s2,osrm,source_collection,GD04,C20_E,C20,118.07229789810413,46.2723,5463.476790030443
spatial_s2,osrm,source_collection,GD05,C02_S,C02,115.4781588302771,142.9087,16502.83355682842
spatial_s2,osrm,source_collection,GD05,C17_E,C17,142.49236745944546,85.2239,12143.755275127034
spatial_s2,osrm,source_collection,GD08,C20_E,C20,56.91415683330249,114.1457,6496.506271647097
spatial_s2,osrm,source_collection,GD09,C02_S,C02,144.14661619878848,88.7728,12796.29873049181
spatial_s2,osrm,source_collection,GD10,C20_E,C20,54.52461212422108,127.7243,6964.11791633765
spatial_s2,osrm,source_collection,GD11,C02_S,C02,278.8678049070478,74.33330000000001,20729.164202497057
spatial_s2,osrm,source_collection,GD12,C02_S,C02,167.4073561315792,85.22619999999999,14267.492815141195
spatial_s2,osrm,source_collection,GD13,C02_S,C02,85.92115261255269,126.4266,10862.719192886154
spatial_s2,osrm,source_collection,GD17,C17_E,C17,60.911425677349484,0.0,0.0
spatial_s2,osrm,source_collection,GD18,C17_E,C17,59.41340757374876,109.3077,6494.342931049057
spatial_s2,osrm,source_collection,GD19,C20_E,C20,39.5489395564388,30.5228,1207.1443722932704
spatial_s2,osrm,source_collection,GD20,C20_E,C20,87.14320418557034,0.0,0.0
spatial_s2,osrm,source_collection,GD21,C17_E,C17,37.18279928945629,99.117,3685.447517173039
spatial_s2,osrm,collection_echelon,C02_S,P14,P14,1102.8324934181492,0.0,0.0
