scenario,distance_source,option_id,collection_id,city,mode,throughput_tons,capacity_tons,utilization,lon,lat
collection_minimum_100,osrm,C08_E,C08,梅州,entrusted,100.0,3000.0,0.03333333333333333,116.1171428,24.2918414
collection_minimum_100,osrm,C11_S,C11,东莞,self_build,2820.768733991266,3000.0,0.9402562446637553,113.7452332,23.0183568
collection_minimum_100,osrm,C16_E,C16,茂名,entrusted,200.59117148908297,3000.0,0.06686372382969433,110.9209511,21.6656961
collection_minimum_100,osrm,C20_E,C20,揭阳,entrusted,259.80873503858356,3000.0,0.08660291167952786,116.3680354,23.553156
collection_minimum_100,osrm,C21_E,C21,云浮,entrusted,104.27669717030594,3000.0,0.03475889905676865,111.8078586,22.8546663
collection_minimum_500,osrm,C01_E,C01,广州,entrusted,500.0,3000.0,0.16666666666666666,113.2589581,23.1288429
collection_minimum_500,osrm,C09_S,C09,惠州,self_build,1942.4287197554586,3000.0,0.6474762399184862,114.4127007,23.1125153
collection_minimum_500,osrm,C17_E,C17,肇庆,entrusted,499.99999999999994,3000.0,0.16666666666666666,112.4603629,23.0501661
partner_capacity_low,osrm,C02_S,C02,深圳,self_build,2588.8392044104803,3000.0,0.8629464014701601,114.0545429,22.5445741
partner_capacity_low,osrm,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
partner_capacity_low,osrm,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
partner_capacity_high,osrm,C02_S,C02,深圳,self_build,2588.8392044104803,3000.0,0.8629464014701601,114.0545429,22.5445741
partner_capacity_high,osrm,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
partner_capacity_high,osrm,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
partner_enhanced,osrm,C02_S,C02,深圳,self_build,2588.8392044104803,3000.0,0.8629464014701601,114.0545429,22.5445741
partner_enhanced,osrm,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
partner_enhanced,osrm,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
processing_cost_low,osrm,C02_S,C02,深圳,self_build,2588.8392044104803,3000.0,0.8629464014701601,114.0545429,22.5445741
processing_cost_low,osrm,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
processing_cost_low,osrm,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
processing_cost_high,osrm,C02_S,C02,深圳,self_build,2588.8392044104803,3000.0,0.8629464014701601,114.0545429,22.5445741
processing_cost_high,osrm,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
processing_cost_high,osrm,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
reuse_low,osrm,C02_S,C02,深圳,self_build,2588.8392044104803,3000.0,0.8629464014701601,114.0545429,22.5445741
reuse_low,osrm,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
reuse_low,osrm,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
reuse_high,osrm,C02_S,C02,深圳,self_build,2588.83920441048,3000.0,0.86294640147016,114.0545429,22.5445741
reuse_high,osrm,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
reuse_high,osrm,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
emergency_cost_50,osrm,C02_S,C02,深圳,self_build,2588.8392044104803,3000.0,0.8629464014701601,114.0545429,22.5445741
emergency_cost_50,osrm,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
emergency_cost_50,osrm,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
emergency_cost_75,osrm,C02_S,C02,深圳,self_build,2588.8392044104803,3000.0,0.8629464014701601,114.0545429,22.5445741
emergency_cost_75,osrm,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
emergency_cost_75,osrm,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
emergency_cost_125,osrm,C02_S,C02,深圳,self_build,2588.8392044104803,3000.0,0.8629464014701601,114.0545429,22.5445741
emergency_cost_125,osrm,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
emergency_cost_125,osrm,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
p01_free,osrm,C01_S,C01,广州,self_build,2588.8392044104803,3000.0,0.8629464014701601,113.2589581,23.1288429
p01_free,osrm,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
p01_free,osrm,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
p01_reduced,osrm,C01_S,C01,广州,self_build,2588.8392044104803,3000.0,0.8629464014701601,113.2589581,23.1288429
p01_reduced,osrm,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
p01_reduced,osrm,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
p01_fixed_om_low,osrm,C02_S,C02,深圳,self_build,2588.8392044104803,3000.0,0.8629464014701601,114.0545429,22.5445741
p01_fixed_om_low,osrm,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
p01_fixed_om_low,osrm,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
p01_fixed_om_high,osrm,C02_S,C02,深圳,self_build,2588.8392044104803,3000.0,0.8629464014701601,114.0545429,22.5445741
p01_fixed_om_high,osrm,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
p01_fixed_om_high,osrm,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
facility_count_min_relaxed,osrm,C02_S,C02,深圳,self_build,2588.8392044104803,3000.0,0.8629464014701601,114.0545429,22.5445741
facility_count_min_relaxed,osrm,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
facility_count_min_relaxed,osrm,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
p01_stress_no_expand,osrm,C01_S,C01,广州,self_build,3000.0,3000.0,1.0,113.2589581,23.1288429
p01_stress_no_expand,osrm,C02_S,C02,深圳,self_build,3000.0,3000.0,1.0,114.0545429,22.5445741
p01_stress_no_expand,osrm,C05_S,C05,佛山,self_build,3000.0000000000045,3000.0,1.0000000000000016,113.1159558,23.0239788
p01_stress_no_expand,osrm,C07_E,C07,河源,entrusted,300.0,3000.0,0.1,115.0577538,24.1014769
p01_stress_no_expand,osrm,C16_E,C16,茂名,entrusted,939.6515861921398,3000.0,0.3132171953973799,110.9209511,21.6656961
p01_stress_no_expand,osrm,C17_S,C17,肇庆,self_build,2463.395921528383,3000.0,0.8211319738427943,112.4603629,23.0501661
p01_stress_no_expand,osrm,C20_S,C20,揭阳,self_build,1127.7810932489083,3000.0,0.37592703108296943,116.3680354,23.553156
p01_stress_expand,osrm,C01_S,C01,广州,self_build,3000.0,3000.0,1.0,113.2589581,23.1288429
p01_stress_expand,osrm,C02_S,C02,深圳,self_build,3000.0,3000.0,1.0,114.0545429,22.5445741
p01_stress_expand,osrm,C04_E,C04,汕头,entrusted,881.7926551703058,3000.0,0.2939308850567686,116.6775856,23.3563921
p01_stress_expand,osrm,C07_E,C07,河源,entrusted,333.3363006026202,3000.0,0.1111121002008734,115.0577538,24.1014769
p01_stress_expand,osrm,C09_S,C09,惠州,self_build,2676.048059004367,3000.0,0.8920160196681224,114.4127007,23.1125153
p01_stress_expand,osrm,C16_E,C16,茂名,entrusted,939.6515861921398,3000.0,0.3132171953973799,110.9209511,21.6656961
p01_stress_expand,osrm,C17_S,C17,肇庆,self_build,3000.0,3000.0,1.0,112.4603629,23.0501661
p01_stress_expand_full,osrm,C02_S,C02,深圳,self_build,3000.0,3000.0,1.0,114.0545429,22.5445741
p01_stress_expand_full,osrm,C05_S,C05,佛山,self_build,3000.0,3000.0,1.0,113.1159558,23.0239788
p01_stress_expand_full,osrm,C07_E,C07,河源,entrusted,300.0,3000.0,0.1,115.0577538,24.1014769
p01_stress_expand_full,osrm,C11_S,C11,东莞,self_build,2463.395921528385,3000.0,0.8211319738427949,113.7452332,23.0183568
p01_stress_expand_full,osrm,C16_E,C16,茂名,entrusted,939.6515861921398,3000.0,0.3132171953973799,110.9209511,21.6656961
p01_stress_expand_full,osrm,C17_S,C17,肇庆,self_build,3000.0,3000.0,1.0,112.4603629,23.0501661
p01_stress_expand_full,osrm,C20_S,C20,揭阳,self_build,1127.7810932489083,3000.0,0.37592703108296943,116.3680354,23.553156
