scenario,stage,origin_id,destination_id,destination_physical_id,flow_tons,distance_km,tonne_km
baseline,collection_recycling,C09_E,P01,P01,300.0,120.74332810044686,36222.99843013406
baseline,collection_recycling,C17_E,P01,P01,299.99999999999994,356.1012752762718,106830.38258288152
baseline,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,31.138660288209607,,
baseline,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,36.206226751091705,,
baseline,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,107.9007750043668,,
baseline,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,92.69039748471617,,
split_node_legacy,source_collection,GD01,C09_S,C09,902.1803930131005,141.59962050860264,127748.40128095701
split_node_legacy,source_collection,GD02,C09_S,C09,871.4678689956331,87.65338268455065,76387.10661836408
split_node_legacy,source_collection,GD03,C11_E,C11,106.30372375545852,101.6188477233397,10802.461916729908
split_node_legacy,source_collection,GD04,C08_E,C08,119.38725898689955,142.3374058165527,16993.2727317442
split_node_legacy,source_collection,GD05,C11_E,C11,106.24991144104806,77.28343572424338,8211.358201560788
split_node_legacy,source_collection,GD05,C17_E,C17,124.75433795633185,80.57782241114403,10052.432888865153
split_node_legacy,source_collection,GD07,C08_E,C08,37.657393510917025,131.41703557689866,4948.823022757455
split_node_legacy,source_collection,GD08,C08_E,C08,46.345198742358086,0.0,0.0
split_node_legacy,source_collection,GD09,C09_S,C09,133.24628544978165,0.0,0.0
split_node_legacy,source_collection,GD10,C09_S,C09,53.58951534497817,135.3751705679002,7254.689780477524
split_node_legacy,source_collection,GD11,C09_S,C09,178.32062271615717,82.90044805737128,14782.859521038888
split_node_legacy,source_collection,GD11,C11_E,C11,87.44636480349347,0.0,0.0
split_node_legacy,source_collection,GD12,C09_S,C09,203.6240342358079,148.87711821877198,30314.959417107646
split_node_legacy,source_collection,GD13,C17_E,C17,63.72464827074236,98.20082167156956,6257.812820918663
split_node_legacy,source_collection,GD17,C17_E,C17,39.104721205240175,0.0,0.0
split_node_legacy,source_collection,GD18,C17_E,C17,43.45054335371179,111.19371737991148,4831.42743767622
split_node_legacy,source_collection,GD19,C08_E,C08,30.413076908296944,104.64220370470176,3182.4913891247697
split_node_legacy,source_collection,GD20,C08_E,C08,72.41629256768537,103.20676285733128,7473.8511340402265
split_node_legacy,source_collection,GD21,C17_E,C17,28.9657492139738,84.3101346674444,2442.106216973553
split_node_legacy,collection_echelon,C08_E,P05,P05,107.17672725065496,261.0101487251689,27974.213519570316
split_node_legacy,collection_echelon,C09_S,P05,P05,819.8500519144104,0.0,0.0
split_node_legacy,collection_echelon,C11_E,P05,P05,104.99999999999999,82.90044805737128,8704.547046023983
split_node_legacy,collection_echelon,C17_E,P05,P05,104.99999999999996,239.7967570099756,25178.65948604743
split_node_legacy,collection_recycling,C08_E,P01,P01,199.04249346550205,215.52013332303915,42897.66472863515
split_node_legacy,collection_recycling,C09_S,P01,P01,1522.5786678410482,120.74332810044686,183841.215649873
split_node_legacy,collection_recycling,C11_E,P01,P01,195.00000000000003,198.5840172941455,38723.883372358374
split_node_legacy,collection_recycling,C17_E,P01,P01,194.99999999999997,356.1012752762718,69439.74867887299
split_node_legacy,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,31.138660288209607,,
split_node_legacy,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,36.206226751091705,,
split_node_legacy,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,107.9007750043668,,
split_node_legacy,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,92.69039748471617,,
local_generic,source_collection,GD01,C05_S,C05,2236.0163674017463,22.448811015599897,50195.90885958999
local_generic,source_collection,GD01,C13_S,C13,19.434615131004012,76.3956958586808,1484.7209466786983
local_generic,source_collection,GD02,C02_S,C02,2178.6696724890826,0.0,0.0
local_generic,source_collection,GD03,C13_S,C13,265.75930938864633,73.6969883389518,19585.66072498295
local_generic,source_collection,GD04,C02_S,C02,298.46814746724885,340.0062885807,101481.04707989634
local_generic,source_collection,GD05,C05_S,C05,577.5106234934497,0.0,0.0
local_generic,source_collection,GD06,C05_S,C05,77.84665072052401,255.76122145140755,19910.154474182316
local_generic,source_collection,GD07,C13_S,C13,94.14348377729283,316.3240228712952,29779.845515551784
local_generic,source_collection,GD08,C02_S,C02,115.8629968558952,343.699494537765,39822.05345500184
local_generic,source_collection,GD09,C02_S,C02,15.951971135371359,87.65338268455065,1398.2442305016116
local_generic,source_collection,GD09,C13_S,C13,317.1637424890826,178.96752942018048,56762.01141492944
local_generic,source_collection,GD10,C02_S,C02,133.97378836244542,189.626252145472,25404.947372901177
local_generic,source_collection,GD11,C13_S,C13,664.4174687991266,100.84581605844396,67003.72184453365
local_generic,source_collection,GD12,C13_S,C13,509.0600855895197,39.22129266425868,19965.994600599122
local_generic,source_collection,GD13,C13_S,C13,159.3116206768559,0.0,0.0
local_generic,source_collection,GD14,C13_S,C13,90.51556687772926,172.24234503832372,15590.613501493308
local_generic,source_collection,GD15,C13_S,C13,269.751937510917,379.3560995691944,102332.04286537453
local_generic,source_collection,GD16,C13_S,C13,231.7259937117904,293.09106494828376,67916.81827318795
local_generic,source_collection,GD17,C13_S,C13,97.76180301310043,98.20082167156956,9600.289383980587
local_generic,source_collection,GD18,C05_S,C05,108.62635838427946,88.3391479847887,9595.959948357555
local_generic,source_collection,GD19,C02_S,C02,76.03269227074236,348.1177194815358,26468.327439332224
local_generic,source_collection,GD20,C02_S,C02,181.040731419214,314.31523480563175,56903.86000541357
local_generic,source_collection,GD21,C13_S,C13,72.4143730349345,160.29151114661695,11607.40928250448
local_generic,collection_echelon,C02_S,P11,P11,1427.010999999999,0.0,0.0
local_generic,collection_echelon,C02_S,P14,P14,72.98900000000094,0.0,0.0
local_generic,collection_echelon,C02_S,P17,P17,1500.0,0.0,0.0
local_generic,collection_echelon,C13_S,P14,P14,77.01099999999852,120.66466151382669,9292.506247841127
local_generic,collection_recycling,C05_S,P21R,P21R,3000.000000000001,0.0,0.0
local_generic,collection_recycling,C13_S,P12,P12,2714.4490000000005,0.0,0.0
local_capture,source_collection,GD01,C01_S,C01,300.0,0.0,0.0
local_capture,source_collection,GD01,C05_S,C05,602.1803930131005,22.448811015599897,13518.233840050765
local_capture,source_collection,GD02,C02_S,C02,871.4678689956331,0.0,0.0
local_capture,source_collection,GD03,C05_S,C05,106.30372375545852,114.79211666369928,12202.829459122255
local_capture,source_collection,GD04,C02_S,C02,119.38725898689955,340.0062885807,40592.41883195854
local_capture,source_collection,GD05,C05_S,C05,231.00424939737988,0.0,0.0
local_capture,source_collection,GD06,C05_S,C05,31.138660288209607,255.76122145140755,7964.061789672927
local_capture,source_collection,GD07,C05_S,C05,37.657393510917025,277.62076243937133,10454.47429798022
local_capture,source_collection,GD08,C05_S,C05,46.345198742358086,403.9212901773776,18719.812469540255
local_capture,source_collection,GD09,C02_S,C02,83.53038719650657,87.65338268455065,7321.72099472408
local_capture,source_collection,GD09,C05_S,C05,49.715898253275085,159.63127925962104,7936.212437711461
local_capture,source_collection,GD10,C02_S,C02,53.58951534497817,189.626252145472,10161.97894916047
local_capture,source_collection,GD11,C05_S,C05,265.7669875196506,77.28343572424338,20539.38589760071
local_capture,source_collection,GD12,C05_S,C05,203.6240342358079,75.10964913262345,15294.129766420836
local_capture,source_collection,GD13,C05_S,C05,63.72464827074236,59.22325916789457,3773.981359921099
local_capture,source_collection,GD14,C05_S,C05,36.206226751091705,205.69397617582445,7447.402742755555
local_capture,source_collection,GD15,C05_S,C05,107.9007750043668,413.4873083569706,44615.60102618672
local_capture,source_collection,GD16,C05_S,C05,92.69039748471617,325.92386177012366,30210.01229722645
local_capture,source_collection,GD17,C05_S,C05,39.104721205240175,80.57782241114403,3150.973280713141
local_capture,source_collection,GD18,C05_S,C05,43.45054335371179,88.3391479847887,3838.3839793430225
local_capture,source_collection,GD19,C02_S,C02,30.413076908296954,348.1177194815358,10587.330975732893
local_capture,source_collection,GD20,C02_S,C02,72.4162925676856,314.31523480563175,22761.544002165425
local_capture,source_collection,GD21,C05_S,C05,28.9657492139738,162.32048508893257,4701.734463376595
local_capture,collection_echelon,C02_S,P16,P16,1230.8044000000002,0.0,0.0
local_capture,collection_recycling,C01_S,P21R,P21R,300.0,22.448811015599897,6734.643304679969
local_capture,collection_recycling,C05_S,P21R,P21R,1985.7795999999998,0.0,0.0
local_arcs,source_collection,GD01,C05_S,C05,902.1803930131005,22.448811015599897,20252.877144730734
local_arcs,source_collection,GD02,C05_S,C05,227.4961077914844,132.00168158093638,30029.868781593905
local_arcs,source_collection,GD02,C09_S,C09,643.9717612041487,87.65338268455065,56446.30322287131
local_arcs,source_collection,GD03,C05_S,C05,106.30372375545852,114.79211666369928,12202.829459122255
local_arcs,source_collection,GD04,C08_S,C08,119.38725798689956,142.3374058165527,16993.27258940679
local_arcs,source_collection,GD05,C05_S,C05,231.00424939737988,0.0,0.0
local_arcs,source_collection,GD07,C08_S,C08,37.65739251091703,131.41703557689866,4948.82289134042
local_arcs,source_collection,GD08,C08_S,C08,46.34519774235809,0.0,0.0
local_arcs,source_collection,GD09,C09_S,C09,133.24628544978165,0.0,0.0
local_arcs,source_collection,GD10,C09_S,C09,53.58951434497817,135.3751705679002,7254.689645102354
local_arcs,source_collection,GD11,C05_S,C05,265.7669875196506,77.28343572424338,20539.38589760071
local_arcs,source_collection,GD12,C05_S,C05,78.86969527947585,75.10964913262345,5923.875139638359
local_arcs,source_collection,GD12,C17_S,C17,124.75433895633205,134.2064883138392,16742.841733243713
local_arcs,source_collection,GD13,C17_S,C17,63.72464827074236,98.20082167156956,6257.812820918663
local_arcs,source_collection,GD17,C17_S,C17,39.104721205240175,0.0,0.0
local_arcs,source_collection,GD18,C17_S,C17,43.45054335371179,111.19371737991148,4831.42743767622
local_arcs,source_collection,GD19,C08_S,C08,30.413075908296946,104.64220370470176,3182.4912844825662
local_arcs,source_collection,GD20,C08_S,C08,72.4162915676856,103.20676285733128,7473.851030833487
local_arcs,source_collection,GD21,C17_S,C17,28.965748213973804,84.3101346674444,2442.1061326634185
local_arcs,collection_echelon,C08_S,P18,P18,306.21921571615724,261.0101487251689,79926.32303657877
local_arcs,collection_echelon,C09_S,P18,P18,830.8075609989082,0.0,0.0
local_arcs,collection_recycling,C05_S,P21R,P21R,1811.6211567565497,0.0,0.0
local_arcs,collection_recycling,C17_S,P21R,P21R,300.0,80.57782241114403,24173.34672334321
local_arcs,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,31.138660288209607,,
local_arcs,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,36.206226751091705,,
local_arcs,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,107.9007750043668,,
local_arcs,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,92.69039748471617,,
local_ownership,source_collection,GD01,C05_S,C05,902.1803930131005,22.448811015599897,20252.877144730734
local_ownership,source_collection,GD02,C05_S,C05,758.3036697903934,132.00168158093638,100097.35956132704
local_ownership,source_collection,GD02,C09_E,C09,113.16419920524018,87.65338268455065,9919.22485912764
local_ownership,source_collection,GD03,C05_S,C05,106.30372375545855,114.79211666369928,12202.829459122258
local_ownership,source_collection,GD04,C08_E,C08,119.38725898689955,142.3374058165527,16993.2727317442
local_ownership,source_collection,GD05,C05_S,C05,231.00424939737988,0.0,0.0
local_ownership,source_collection,GD07,C08_E,C08,37.657393510917025,131.41703557689866,4948.823022757455
local_ownership,source_collection,GD08,C08_E,C08,46.345198742358086,0.0,0.0
local_ownership,source_collection,GD09,C09_E,C09,133.24628544978165,0.0,0.0
local_ownership,source_collection,GD10,C09_E,C09,53.58951534497817,135.3751705679002,7254.689780477524
local_ownership,source_collection,GD11,C05_S,C05,265.7669875196504,77.28343572424338,20539.385897600692
local_ownership,source_collection,GD12,C05_S,C05,78.86969627947587,75.10964913262345,5923.87521474801
local_ownership,source_collection,GD12,C17_E,C17,124.75433795633202,134.2064883138392,16742.84159903722
local_ownership,source_collection,GD13,C17_E,C17,63.72464827074236,98.20082167156956,6257.812820918663
local_ownership,source_collection,GD17,C17_E,C17,39.104721205240175,0.0,0.0
local_ownership,source_collection,GD18,C17_E,C17,43.45054335371179,111.19371737991148,4831.42743767622
local_ownership,source_collection,GD19,C08_E,C08,30.413076908296944,104.64220370470176,3182.4913891247697
local_ownership,source_collection,GD20,C08_E,C08,72.41629256768537,103.20676285733128,7473.8511340402265
local_ownership,source_collection,GD21,C17_E,C17,28.9657492139738,84.3101346674444,2442.106216973553
local_ownership,collection_echelon,C05_S,P18,P18,230.80755844890942,159.63127925962104,36844.10581798916
local_ownership,collection_echelon,C08_E,P18,P18,306.21922071615694,261.0101487251689,79926.32434162944
local_ownership,collection_echelon,C09_E,P18,P18,299.99999999999955,0.0,0.0
local_ownership,collection_echelon,C17_E,P18,P18,299.99999999999983,239.7967570099756,71939.02710299264
local_ownership,collection_recycling,C05_S,P21R,P21R,2111.62116130655,0.0,0.0
local_ownership,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,31.138660288209607,,
local_ownership,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,36.206226751091705,,
local_ownership,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,107.9007750043668,,
local_ownership,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,92.69039748471617,,
demand_low,source_collection,GD01,C09_E,C09,113.84973801222719,141.59962050860264,16121.079697535202
demand_low,source_collection,GD01,C17_E,C17,254.8519213764191,98.58397364775897,25124.315101053642
demand_low,source_collection,GD02,C02_E,C02,356.150113537118,0.0,0.0
demand_low,source_collection,GD03,C02_E,C02,43.444038078602624,69.62293789389439,3024.701565006533
demand_low,source_collection,GD05,C17_E,C17,94.40645212227074,80.57782241114403,7607.066333574502
demand_low,source_collection,GD09,C09_E,C09,54.454881676855905,0.0,0.0
demand_low,source_collection,GD10,C09_E,C09,21.900878567685595,135.3751705679002,2964.835171687307
demand_low,source_collection,GD11,C09_E,C09,108.61323308296944,82.90044805737128,9004.085687537869
demand_low,source_collection,GD12,C02_E,C02,82.03548033537136,82.31192214368541,6752.498070384922
demand_low,source_collection,GD12,C09_E,C09,1.1812686602618498,148.87711821877198,175.8638739819338
demand_low,source_collection,GD13,C17_E,C17,26.042888698689957,98.20082167156956,2557.433068912587
demand_low,source_collection,GD17,C17_E,C17,15.981255755458518,0.0,0.0
demand_low,source_collection,GD18,C17_E,C17,17.757299493449782,111.19371737991148,1974.5001413051002
demand_low,source_collection,GD21,C17_E,C17,11.83767668122271,84.3101346674444,998.036115143553
demand_low,collection_echelon,C17_E,P20E,P20E,420.87749412751083,0.0,0.0
demand_low,collection_recycling,C02_E,P01,P01,481.62963195109194,164.12761660705732,79048.72357946694
demand_low,collection_recycling,C09_E,P01,P01,300.0,120.74332810044686,36222.99843013406
demand_low,emergency_outsource,GD04,OUTSOURCE,OUTSOURCE,48.79099661135371,,
demand_low,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,12.725698550218342,,
demand_low,emergency_outsource,GD07,OUTSOURCE,OUTSOURCE,15.389764157205239,,
demand_low,emergency_outsource,GD08,OUTSOURCE,OUTSOURCE,18.940282689956337,,
demand_low,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,14.796703615720526,,
demand_low,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,44.0967184628821,,
demand_low,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,37.880565379912674,,
demand_low,emergency_outsource,GD19,OUTSOURCE,OUTSOURCE,12.429168279475984,,
demand_low,emergency_outsource,GD20,OUTSOURCE,OUTSOURCE,29.594976174672496,,
demand_high,source_collection,GD01,C09_S,C09,1677.3477870393008,141.59962050860264,237511.81010570942
demand_high,source_collection,GD01,C17_S,C17,709.3204225676856,98.58397364775897,69927.62584622997
demand_high,source_collection,GD02,C02_S,C02,2305.4199301310045,0.0,0.0
demand_high,source_collection,GD03,C02_S,C02,281.2206073362446,69.62293789389439,19579.40487905462
demand_high,source_collection,GD04,C08_E,C08,315.8323743930131,142.3374058165527,44954.760843983706
demand_high,source_collection,GD05,C17_S,C17,611.1089340786026,80.57782241114403,49241.827164049166
demand_high,source_collection,GD07,C08_E,C08,99.62054667248908,131.41703557689866,13091.83692624859
demand_high,source_collection,GD08,C08_E,C08,122.60365372925767,0.0,0.0
demand_high,source_collection,GD09,C09_S,C09,352.4956605065503,0.0,0.0
demand_high,source_collection,GD10,C09_S,C09,141.76809165065504,135.3751705679002,19191.879588293134
demand_high,source_collection,GD11,C09_S,C09,703.0718304104804,82.90044805737128,58284.969757544975
demand_high,source_collection,GD12,C02_S,C02,413.35946253275085,82.31192214368541,34024.411897351434
demand_high,source_collection,GD12,C09_S,C09,125.3166303930135,148.87711821877198,18656.778797798823
demand_high,source_collection,GD13,C17_S,C17,168.58002387772927,98.20082167156956,16554.69686220583
demand_high,source_collection,GD14,C16_E,C16,95.78156546724892,121.20664482511194,11609.362186382046
demand_high,source_collection,GD15,C16_E,C16,285.44551786899564,87.62149652993399,25011.163453443412
demand_high,source_collection,GD16,C16_E,C16,245.20730745851532,0.0001139223575592,0.027934594556417672
demand_high,source_collection,GD17,C17_S,C17,103.44937184279478,0.0,0.0
demand_high,source_collection,GD18,C17_S,C17,114.94600338864628,111.19371737991148,12781.27341474748
demand_high,source_collection,GD19,C08_E,C08,80.45610875109172,104.64220370470176,8419.104521219377
demand_high,source_collection,GD20,C08_E,C08,191.5732869694324,103.20676285733128,19771.658798053682
demand_high,source_collection,GD21,C17_S,C17,76.62728358078604,84.3101346674444,6460.456597896522
demand_high,collection_echelon,C02_S,P14,P14,816.7269100951962,0.0,0.0
demand_high,collection_echelon,C16_E,P06,P06,626.4343907947599,293.09106494828376,183602.32271826555
demand_high,collection_echelon,C17_S,P06,P06,284.0320393362443,98.20082167156956,27892.179643870753
demand_high,collection_echelon,C17_S,P20E,P20E,1500.0,0.0,0.0
demand_high,collection_recycling,C02_S,P01,P01,2183.273089904804,164.12761660705732,358335.40864840103
demand_high,collection_recycling,C08_E,P01,P01,810.085970515284,215.52013332303915,174589.83636857755
demand_high,collection_recycling,C09_S,P01,P01,3000.0,120.74332810044686,362229.9843013406
demand_high,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,82.37559935371179,,
spatial_s1,source_collection,GD01,C02_S,C02,645.8489007179512,125.09932920710672,80795.26424896297
spatial_s1,source_collection,GD02,C02_S,C02,701.892403874869,0.0,0.0
spatial_s1,source_collection,GD03,C02_S,C02,89.64492155296512,69.62293789389439,6241.342805785124
spatial_s1,source_collection,GD04,C08_E,C08,116.09985626491091,142.3374058165527,16525.352356422063
spatial_s1,source_collection,GD05,C02_S,C02,224.90750232023538,132.00168158093638,29688.16850643942
spatial_s1,source_collection,GD05,C17_E,C17,73.51243930800112,80.57782241114403,5923.472279570118
spatial_s1,source_collection,GD07,C08_E,C08,57.07105296140875,131.41703557689866,7500.108597440521
spatial_s1,source_collection,GD08,C08_E,C08,72.76759396971907,0.0,0.0
spatial_s1,source_collection,GD09,C02_S,C02,24.84917795247175,87.65338268455065,2178.114504464505
spatial_s1,source_collection,GD09,C10_E,C10,135.64793436982677,135.3751705679002,18363.36225249863
spatial_s1,source_collection,GD10,C10_E,C10,55.92725729308546,0.0,0.0
spatial_s1,source_collection,GD11,C02_S,C02,298.5190309881433,73.7874966555125,22026.972000644455
spatial_s1,source_collection,GD12,C02_S,C02,113.0823389752361,82.31192214368541,9308.024681555476
spatial_s1,source_collection,GD13,C02_S,C02,119.21590912526811,120.66466151382669,14385.147321663599
spatial_s1,source_collection,GD14,C16_E,C16,56.550081827469334,121.20664482511194,6854.245682893093
spatial_s1,source_collection,GD15,C16_E,C16,145.0816147928144,87.62149652993399,12712.268207125808
spatial_s1,source_collection,GD16,C16_E,C16,136.7001911346981,0.0001139223575592,0.015573208052858058
spatial_s1,source_collection,GD17,C17_E,C17,93.62148238551345,0.0,0.0
spatial_s1,source_collection,GD18,C17_E,C17,83.3577039038042,111.19371737991148,9268.852969317946
spatial_s1,source_collection,GD19,C08_E,C08,53.25273352865159,104.64220370470176,5572.483389737361
spatial_s1,source_collection,GD20,C08_E,C08,0.8087632753096727,103.20676285733128,83.46983956260392
spatial_s1,source_collection,GD20,C10_E,C10,108.42480833708775,127.54320301757495,13828.847341878836
spatial_s1,source_collection,GD21,C17_E,C17,49.50837440268002,84.3101346674444,4174.05771305621
spatial_s1,collection_echelon,C02_S,P06,P06,571.3703378867605,120.66466151382669,68944.20842014674
spatial_s1,collection_echelon,C16_E,P06,P06,338.33188775498184,293.09106494828376,99162.05328807083
spatial_s1,collection_echelon,C17_E,P06,P06,299.99999999999426,98.20082167156956,29460.246501470305
spatial_s1,collection_recycling,C02_S,P01,P01,1646.5898476203784,164.12761660705732,270250.86721931037
spatial_s1,collection_recycling,C08_E,P01,P01,300.00000000000006,215.52013332303915,64656.03999691176
spatial_s1,collection_recycling,C10_E,P01,P01,300.0,30.51335513202748,9154.006539608245
spatial_s1,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,60.291926737879606,,
spatial_s2,source_collection,GD01,C02_S,C02,799.647796095041,125.09932920710672,100035.40289343089
spatial_s2,source_collection,GD02,C02_S,C02,803.6376829473277,0.0,0.0
spatial_s2,source_collection,GD03,C02_S,C02,99.64020287446118,69.62293789389439,6937.243656463648
spatial_s2,source_collection,GD04,C08_E,C08,118.07229789810413,142.3374058165527,16806.10458161535
spatial_s2,source_collection,GD05,C02_S,C02,115.47815883027671,132.00168158093638,15243.311151466984
spatial_s2,source_collection,GD05,C17_E,C17,142.49236745944523,80.57782241114403,11481.724680090656
spatial_s2,source_collection,GD07,C08_E,C08,45.42285729111373,131.41703557689866,5969.337252630683
spatial_s2,source_collection,GD08,C08_E,C08,56.91415683330249,0.0,0.0
spatial_s2,source_collection,GD09,C09_E,C09,144.14661619878848,0.0,0.0
spatial_s2,source_collection,GD10,C09_E,C09,54.5246121242211,135.3751705679002,7381.27866646503
spatial_s2,source_collection,GD11,C02_S,C02,177.5390332300555,73.7874966555125,13100.160820685644
spatial_s2,source_collection,GD11,C09_E,C09,101.32877167699242,82.90044805737128,8400.200573125743
spatial_s2,source_collection,GD12,C02_S,C02,167.4073561315792,82.31192214368541,13779.621264182764
spatial_s2,source_collection,GD13,C02_S,C02,85.92115261255269,120.66466151382669,10367.646796871515
spatial_s2,source_collection,GD17,C17_E,C17,60.911425677349484,0.0,0.0
spatial_s2,source_collection,GD18,C17_E,C17,59.413407573749005,111.19371737991148,6606.397650332939
spatial_s2,source_collection,GD19,C08_E,C08,39.5489395564388,104.64220370470176,4138.488189369807
spatial_s2,source_collection,GD20,C08_E,C08,87.14320418557034,103.20676285733128,8993.768009008158
spatial_s2,source_collection,GD21,C17_E,C17,37.18279928945629,84.3101346674444,3134.886815406616
spatial_s2,collection_echelon,C02_S,P17,P17,1118.7304934700303,0.0,0.0
spatial_s2,collection_recycling,C02_S,P01,P01,1130.5408892512644,164.12761660705732,185552.98162963317
spatial_s2,collection_recycling,C08_E,P01,P01,347.1014557645295,215.52013332303915,74807.35202299237
spatial_s2,collection_recycling,C09_E,P01,P01,300.00000000000006,120.74332810044686,36222.99843013407
spatial_s2,collection_recycling,C17_E,P01,P01,300.0000000000004,356.1012752762718,106830.38258288168
spatial_s2,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,42.79996686807762,,
spatial_s2,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,44.34376878164275,,
spatial_s2,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,122.77311091974587,,
spatial_s2,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,110.29431494470896,,
capture_low,source_collection,GD01,C09_E,C09,139.29012626987048,141.59962050860264,19723.429020409003
capture_low,source_collection,GD01,C17_E,C17,311.80007023668895,98.58397364775897,30738.489907583138
capture_low,source_collection,GD02,C02_E,C02,435.73393449781656,0.0,0.0
capture_low,source_collection,GD03,C02_E,C02,53.15186187772926,69.62293789389439,3700.5887784579973
capture_low,source_collection,GD05,C17_E,C17,115.50212469868869,80.57782241114403,9306.90969208075
capture_low,source_collection,GD09,C09_E,C09,66.62314272489083,0.0,0.0
capture_low,source_collection,GD10,C09_E,C09,26.794757672489084,135.3751705679002,3627.344890238762
capture_low,source_collection,GD11,C09_E,C09,132.88349375982386,82.90044805737128,11016.101172118299
capture_low,source_collection,GD12,C02_E,C02,101.81201711790395,82.31192214368541,8380.342826300475
capture_low,source_collection,GD13,C17_E,C17,31.862324135370727,98.20082167156956,3128.9064104592876
capture_low,source_collection,GD17,C17_E,C17,19.552360602620087,0.0,0.0
capture_low,source_collection,GD18,C17_E,C17,21.72527167684984,111.19371737991148,2415.7137188374363
capture_low,source_collection,GD21,C17_E,C17,14.4828746069869,84.3101346674444,1221.0531084867764
capture_low,collection_echelon,C17_E,P20E,P20E,514.9250259572052,0.0,0.0
capture_low,collection_recycling,C02_E,P01,P01,590.6978134934498,164.12761660705732,96949.82426367997
capture_low,collection_recycling,C09_E,P01,P01,365.5915204270705,120.74332810044686,44142.736901667
capture_low,emergency_outsource,GD04,OUTSOURCE,OUTSOURCE,59.69362949344978,,
capture_low,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,15.569330144104804,,
capture_low,emergency_outsource,GD07,OUTSOURCE,OUTSOURCE,18.828696755458513,,
capture_low,emergency_outsource,GD08,OUTSOURCE,OUTSOURCE,23.172599371179043,,
capture_low,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,18.103113375545853,,
capture_low,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,53.9503875021834,,
capture_low,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,46.345198742358086,,
