scenario,cost_item,cost_yuan,share
demand_high,transport,868144.1628150785,0.007583555372458097
demand_high,expansion,0.0,0.0
demand_high,emergency,8237559.935371179,0.07195808551112297
spatial_s1,fixed_collection,1247594.6254006985,0.026185866666608718
spatial_s1,fixed_processing,1703632.1165228055,0.03575767524478598
spatial_s1,variable_collection,3260366.41371169,0.06843210002313284
spatial_s1,variable_processing,35007572.707846366,0.7347768358290669
spatial_s1,transport,395457.92619649513,0.008300299084976497
spatial_s1,expansion,0.0,0.0
spatial_s1,emergency,6029192.673787961,0.126547223151429
spatial_s2,fixed_collection,1077468.0855733277,0.015299590907911083
spatial_s2,fixed_processing,1703632.1165228065,0.02419085519967708
spatial_s2,variable_collection,2935938.853094471,0.0416890894351507
spatial_s2,variable_processing,32374941.75052943,0.45971047410372834
spatial_s2,transport,311536.750956725,0.00442369004357233
spatial_s2,expansion,0.0,0.0
spatial_s2,emergency,32021116.15141752,0.45468630030996043
capture_low,fixed_collection,510379.6194821015,0.010699001708095162
capture_low,fixed_processing,1703632.1165228065,0.03571295214166068
capture_low,variable_collection,1765457.2318532702,0.03700898158577333
capture_low,variable_processing,14901415.326175509,0.31237585111561894
capture_low,transport,114832.205938256,0.002407208126226564
capture_low,expansion,0.0,0.0
capture_low,emergency,28707764.012227073,0.6017960053226253
capture_high,fixed_collection,1644556.5516645554,0.02483688384191257
capture_high,fixed_processing,1845404.2330456132,0.02787018210540476
capture_high,variable_collection,4628344.379627946,0.0698994823989705
capture_high,variable_processing,52954283.91010772,0.7997410591176034
capture_high,transport,470898.75229408883,0.007111739392720768
capture_high,expansion,0.0,0.0
capture_high,emergency,4670799.043231441,0.07054065314338802
scale_low_combo,fixed_collection,1020759.2389642067,0.09338275435408164
scale_low_combo,fixed_processing,1703632.1165228065,0.15585443988575248
scale_low_combo,variable_collection,862291.2000000001,0.07888552387044312
scale_low_combo,variable_processing,7278204.802400001,0.6658365511253032
scale_low_combo,transport,66030.73319615566,0.006040730764419489
scale_low_combo,expansion,0.0,0.0
scale_low_combo,emergency,0.0,0.0
scale_stress_combo,fixed_collection,3005568.8702834975,0.017620441579185256
scale_stress_combo,fixed_processing,2867042.459132262,0.016808316939820624
scale_stress_combo,variable_collection,11440523.515252402,0.06707118849576904
scale_stress_combo,variable_processing,140087622.10920903,0.8212773913610132
scale_stress_combo,transport,815749.2761577128,0.004782409947719427
scale_stress_combo,expansion,0.0,0.0
scale_stress_combo,emergency,12356339.903056769,0.07244025167649236
transport_low,fixed_collection,1077468.0855733294,0.016410262140189175
transport_low,fixed_processing,1703632.1165228065,0.025946986269860972
transport_low,variable_collection,2961406.040663755,0.04510337715012028
transport_low,variable_processing,32904417.96225783,0.5011472094263264
transport_low,transport,217658.38104480936,0.003315022632947782
transport_low,expansion,0.0,0.0
transport_low,emergency,26793605.952838432,0.4080771423805553
transport_high,fixed_collection,1077468.0855733294,0.016362401788197478
transport_high,fixed_processing,1703632.1165228065,0.025871312165121476
transport_high,variable_collection,2961406.0406637555,0.04497183363862863
transport_high,variable_processing,32904417.962257825,0.499685619011871
transport_high,transport,409709.89373140584,0.006221843586453689
transport_high,expansion,0.0,0.0
transport_high,emergency,26793605.952838432,0.40688698980972776
transport_double,fixed_collection,1077468.0855733308,0.01630849642768637
transport_double,fixed_processing,1703632.1165228067,0.025786080031892557
transport_double,variable_collection,2961406.0406637546,0.04482367550533517
transport_double,variable_processing,32904417.962257814,0.4980394222136422
transport_double,transport,627368.2747762153,0.009495810971131854
transport_double,expansion,0.0,0.0
transport_double,emergency,26793605.952838432,0.4055465148503119
transport_fivefold,fixed_collection,1077468.085573328,0.01607946508622282
transport_fivefold,fixed_processing,1703632.1165228065,0.02542394851799262
transport_fivefold,variable_collection,2961406.040663743,0.04419418605020143
transport_fivefold,variable_processing,32904417.962257754,0.49104511483054897
transport_fivefold,transport,1568420.6869405298,0.023406137048366003
transport_fivefold,expansion,0.0,0.0
transport_fivefold,emergency,26793605.952838432,0.3998511484666682
radius_tight,fixed_collection,1304303.4720098155,0.013350990272062742
radius_tight,fixed_processing,1703632.1165228065,0.017438561119385323
radius_tight,variable_collection,2431071.363528387,0.024884707295261686
radius_tight,variable_processing,29260041.20775219,0.29950892097442383
radius_tight,transport,219860.21958880234,0.0022505127954773924
radius_tight,expansion,0.0,0.0
radius_tight,emergency,62774479.55895197,0.642566307543389
radius_loose,fixed_collection,907341.5457459614,0.01762320273499235
radius_loose,fixed_processing,1703632.1165228065,0.033089473656408026
radius_loose,variable_collection,2990870.07442096,0.05809136583976029
radius_loose,variable_processing,34525359.34685201,0.6705825497804219
radius_loose,transport,568340.9225119111,0.011038828043287104
radius_loose,expansion,0.0,0.0
radius_loose,emergency,10790077.50043668,0.20957457994513035
road_factor_low,fixed_collection,907341.5457459616,0.014580290606518042
road_factor_low,fixed_processing,1703632.1165228065,0.02737607625481144
road_factor_low,variable_collection,2867883.3337781667,0.04608471046886542
road_factor_low,variable_processing,33271138.16084028,0.5346419608680446
road_factor_low,transport,307711.6272358862,0.00494469251313211
road_factor_low,expansion,0.0,0.0
road_factor_low,emergency,23172983.277729258,0.37237226928862843
road_factor_high,fixed_collection,907341.5457459616,0.013180408694497514
road_factor_high,fixed_processing,1703632.1165228065,0.024747646204585073
road_factor_high,variable_collection,2817652.974588645,0.04093036182291475
road_factor_high,variable_processing,32522999.403473474,0.4724421868682928
road_factor_high,transport,329196.42115536524,0.0047820397863810185
road_factor_high,expansion,0.0,0.0
road_factor_high,emergency,30559345.303930134,0.4439173566233289
organization_self,fixed_collection,2268353.864364904,0.03409094804392375
organization_self,fixed_processing,1703632.1165228065,0.02560378029315973
organization_self,variable_collection,2598918.3467772924,0.039058980929852
organization_self,variable_processing,32904417.891357273,0.4945184339939318
organization_self,transport,269375.8213955699,0.004048432334897977
organization_self,expansion,0.0,0.0
organization_self,emergency,26793605.952838432,0.40267942440423476
organization_entrusted,fixed_collection,680506.1593094711,0.010271804191267478
organization_entrusted,fixed_processing,1703632.1165228065,0.02571523457279793
organization_entrusted,variable_collection,3898377.520165939,0.058843509354002836
organization_entrusted,variable_processing,32904417.89135728,0.4966710925153507
organization_entrusted,transport,269375.82139556995,0.004066055322768663
organization_entrusted,expansion,0.0,0.0
organization_entrusted,emergency,26793605.952838432,0.40443230404381236
self_build_cost_low,fixed_collection,897026.8593800042,0.014044131815283408
self_build_cost_low,fixed_processing,1703632.1165228065,0.026672594871611152
self_build_cost_low,variable_collection,1299459.1761886461,0.020344737471502897
self_build_cost_low,variable_processing,32904417.96225783,0.5151618129768446
self_build_cost_low,transport,273863.0647936181,0.004287685414411583
self_build_cost_low,expansion,0.0,0.0
self_build_cost_low,emergency,26793605.952838432,0.4194890374503463
self_build_cost_high,fixed_collection,680506.1593094715,0.010271108495613069
self_build_cost_high,fixed_processing,1703632.1165228067,0.025713492914116415
self_build_cost_high,variable_collection,3898377.5285659395,0.05883952408805685
self_build_cost_high,variable_processing,32904417.96225782,0.4966374547120806
self_build_cost_high,transport,273863.0647936181,0.0041335074090889466
self_build_cost_high,expansion,0.0,0.0
self_build_cost_high,emergency,26793605.952838432,0.40440491238104415
collection_capacity_low,fixed_collection,1871391.9381010458,0.028234729640136916
collection_capacity_low,fixed_processing,1703632.1165228065,0.02570364402931313
collection_capacity_low,variable_collection,2721406.040663755,0.041059364548265836
collection_capacity_low,variable_processing,32904417.96225783,0.49644723064968704
collection_capacity_low,transport,285335.52373582014,0.0043050155370353786
collection_capacity_low,expansion,0.0,0.0
collection_capacity_low,emergency,26793605.952838432,0.40425001559556173
collection_capacity_high,fixed_collection,1077468.0855733294,0.01638629701718234
collection_capacity_high,fixed_processing,1703632.1165228065,0.025909093961237147
collection_capacity_high,variable_collection,2961406.0406637555,0.045037509343001034
collection_capacity_high,variable_processing,32904417.96225783,0.5004153469846521
collection_capacity_high,transport,313684.13738810766,0.004770555632824209
collection_capacity_high,expansion,0.0,0.0
collection_capacity_high,emergency,26793605.952838432,0.40748119706110314
collection_minimum_zero,fixed_collection,1417721.165228065,0.0335633980810914
collection_minimum_zero,fixed_processing,1703632.1165228065,0.04033210783122427
collection_minimum_zero,variable_collection,3091593.306403494,0.07319096264671039
collection_minimum_zero,variable_processing,35618248.531600006,0.8432331291499258
collection_minimum_zero,transport,408901.1244565544,0.009680402291048164
collection_minimum_zero,expansion,0.0,0.0
collection_minimum_zero,emergency,0.0,0.0
collection_minimum_100,fixed_collection,1247594.625400697,0.027829550594288134
collection_minimum_100,fixed_processing,1703632.1165228065,0.038002180528469535
collection_minimum_100,variable_collection,3054226.912857641,0.06812931112981427
collection_minimum_100,variable_processing,35302855.929943174,0.7874854501795207
collection_minimum_100,transport,407676.06421624304,0.009093852621834046
collection_minimum_100,expansion,0.0,0.0
collection_minimum_100,emergency,3113866.028820961,0.0694596549460733
collection_minimum_500,fixed_collection,907341.5457459736,0.009770041258196312
collection_minimum_500,fixed_processing,1703632.1165228065,0.018344311626920767
collection_minimum_500,variable_collection,2753942.9758044016,0.029653812968751442
collection_minimum_500,variable_processing,29802830.652350925,0.3209099004114442
collection_minimum_500,transport,286500.94986207696,0.003084975127380081
collection_minimum_500,expansion,0.0,0.0
collection_minimum_500,emergency,57415528.02445415,0.6182369586073072
partner_capacity_low,fixed_collection,1077468.0855733294,0.016358048046271695
partner_capacity_low,fixed_processing,1845404.233045613,0.028016803015460497
partner_capacity_low,variable_collection,2961406.0406637555,0.04495986743952618
partner_capacity_low,variable_processing,32904417.962257832,0.4995526616222798
partner_capacity_low,transport,285464.0095637331,0.004333895403909026
partner_capacity_low,expansion,0.0,0.0
partner_capacity_low,emergency,26793605.952838432,0.40677872447255287
partner_capacity_high,fixed_collection,1077468.0855733294,0.01638629701718234
partner_capacity_high,fixed_processing,1703632.1165228067,0.025909093961237153
partner_capacity_high,variable_collection,2961406.040663756,0.04503750934300104
partner_capacity_high,variable_processing,32904417.962257832,0.5004153469846522
partner_capacity_high,transport,313684.1373881077,0.00477055563282421
partner_capacity_high,expansion,0.0,0.0
partner_capacity_high,emergency,26793605.952838432,0.40748119706110314
partner_enhanced,fixed_collection,1077468.0855733294,0.016395134370518923
partner_enhanced,fixed_processing,1668189.0873921048,0.02538375345815801
partner_enhanced,variable_collection,2961406.0406637555,0.04506179868567842
partner_enhanced,variable_processing,32904417.962257806,0.5006852278022468
partner_enhanced,transport,313684.13738810737,0.004773128458502568
partner_enhanced,expansion,0.0,0.0
partner_enhanced,emergency,26793605.952838432,0.4077009572248953
processing_cost_low,fixed_collection,1077468.0855733294,0.01852911372740075
processing_cost_low,fixed_processing,1703632.1165228065,0.029297195582277117
processing_cost_low,variable_collection,2961406.0406637555,0.05092701125460468
processing_cost_low,variable_processing,25300210.26878511,0.4350852518736316
processing_cost_low,transport,313684.13738810766,0.005394395559338617
processing_cost_low,expansion,0.0,0.0
processing_cost_low,emergency,26793605.952838432,0.46076703200274727
processing_cost_high,fixed_collection,1077468.0855733294,0.014574770076164116
processing_cost_high,fixed_processing,1703632.1165228065,0.023044809145763675
processing_cost_high,variable_collection,2961406.0406637555,0.040058552752280374
processing_cost_high,variable_processing,41077139.04525623,0.5556450951887503
processing_cost_high,transport,313684.13738810766,0.004243164359284771
processing_cost_high,expansion,0.0,0.0
processing_cost_high,emergency,26793605.952838432,0.36243360847775685
reuse_low,fixed_collection,1077468.0855733287,0.015556085180425703
reuse_low,fixed_processing,1703632.1165228065,0.024596409560136416
reuse_low,variable_collection,2961406.0406637555,0.04275568366173885
reuse_low,variable_processing,36374461.259872586,0.5251610004296163
reuse_low,transport,352873.8113974874,0.005094661402541564
reuse_low,expansion,0.0,0.0
reuse_low,emergency,26793605.952838432,0.3868361597655411
reuse_high,fixed_collection,1077468.0855733294,0.01727859890765715
reuse_high,fixed_processing,1845404.2330456132,0.02959345152976946
reuse_high,variable_collection,2961406.0406637555,0.047489988672949554
reuse_high,variable_processing,29434374.664643068,0.4720183926909084
reuse_high,transport,246274.33555435325,0.003949328543711968
reuse_high,expansion,0.0,0.0
reuse_high,emergency,26793605.952838432,0.42967023965500356
emergency_cost_50,fixed_collection,1077468.0855733294,0.02057909393213119
emergency_cost_50,fixed_processing,1703632.1165228065,0.03253850932676398
emergency_cost_50,variable_collection,2961406.0406637555,0.056561353322657215
emergency_cost_50,variable_processing,32904417.96225783,0.6284576936374829
emergency_cost_50,transport,313684.13738810766,0.0059912079204596375
emergency_cost_50,expansion,0.0,0.0
emergency_cost_50,emergency,13396802.976419216,0.25587214186050505
emergency_cost_75,fixed_collection,1077468.0855733294,0.018244911624431707
emergency_cost_75,fixed_processing,1703632.1165228065,0.028847831154054867
emergency_cost_75,variable_collection,2961406.0406637555,0.05014588572915208
emergency_cost_75,variable_processing,32904417.96225783,0.5571749231489419
emergency_cost_75,transport,313684.13738810766,0.005311655575939208
emergency_cost_75,expansion,0.0,0.0
emergency_cost_75,emergency,20095204.464628823,0.3402747927674803
emergency_cost_125,fixed_collection,1077468.0855733294,0.01487134831396098
emergency_cost_125,fixed_processing,1703632.1165228065,0.02351374202436826
emergency_cost_125,variable_collection,2961406.0406637555,0.0408736939120983
emergency_cost_125,variable_processing,32904417.96225783,0.4541508626907611
emergency_cost_125,transport,313684.13738810766,0.004329507416621723
emergency_cost_125,expansion,0.0,0.0
emergency_cost_125,emergency,33492007.441048037,0.4622608456421896
p01_free,fixed_collection,1077468.0855733294,0.016620829494519002
p01_free,fixed_processing,879866.1095638417,0.013572656843274189
p01_free,variable_collection,2961406.040663755,0.04568211859353586
p01_free,variable_processing,32904417.962257825,0.5075776516165363
p01_free,transport,209608.43951068848,0.0032333822044163475
p01_free,expansion,0.0,0.0
p01_free,emergency,26793605.952838432,0.4133133612477183
p01_reduced,fixed_collection,1077468.0855733294,0.01623682189407715
p01_reduced,fixed_processing,2441726.109563842,0.036795402560819354
p01_reduced,variable_collection,2961406.040663755,0.04462667904703256
p01_reduced,variable_processing,32904417.962257825,0.49585057890338124
p01_reduced,transport,180919.1515003736,0.002726347146120836
p01_reduced,expansion,0.0,0.0
p01_reduced,emergency,26793605.952838432,0.4037641704485688
p01_fixed_om_low,fixed_collection,1077468.0855733294,0.01658324798046564
p01_fixed_om_low,fixed_processing,922702.1165228065,0.014201254046662743
p01_fixed_om_low,variable_collection,2961406.0406637555,0.045578826325091845
p01_fixed_om_low,variable_processing,32904417.96225783,0.5064299630096778
p01_fixed_om_low,transport,313684.13738810766,0.004827894122801298
p01_fixed_om_low,expansion,0.0,0.0
p01_fixed_om_low,emergency,26793605.952838432,0.4123788145153007
p01_fixed_om_high,fixed_collection,1077468.0855733294,0.01619396932232014
p01_fixed_om_high,fixed_processing,2484562.1165228067,0.037342101574136
p01_fixed_om_high,variable_collection,2961406.0406637555,0.0445088993498347
p01_fixed_om_high,variable_processing,32904417.96225783,0.4945419193238263
p01_fixed_om_high,transport,313684.13738810766,0.0047145631186453875
p01_fixed_om_high,expansion,0.0,0.0
p01_fixed_om_high,emergency,26793605.952838432,0.40269854731123744
facility_count_min_relaxed,fixed_collection,1077468.0855733294,0.016386297017182364
facility_count_min_relaxed,fixed_processing,1703632.116522806,0.025909093961237178
facility_count_min_relaxed,variable_collection,2961406.0406637536,0.04503750934300107
facility_count_min_relaxed,variable_processing,32904417.96225774,0.5004153469846515
facility_count_min_relaxed,transport,313684.1373881077,0.004770555632824218
facility_count_min_relaxed,expansion,0.0,0.0
facility_count_min_relaxed,emergency,26793605.952838432,0.40748119706110375
p01_stress_no_expand,fixed_collection,3005568.8702834975,0.017559041124889718
p01_stress_no_expand,fixed_processing,3605136.452173297,0.021061816234002637
p01_stress_no_expand,variable_collection,11440523.515252402,0.06683747122907768
p01_stress_no_expand,variable_processing,140087622.10920906,0.8184155558783097
p01_stress_no_expand,transport,674114.4045779685,0.003938290241789934
p01_stress_no_expand,expansion,0.0,0.0
p01_stress_no_expand,emergency,12356339.903056769,0.07218782529193037
p01_stress_expand,fixed_collection,3175695.4101108653,0.01859035011721282
p01_stress_expand,fixed_processing,2867042.459132261,0.01678351234393819
p01_stress_expand,variable_collection,11503054.575972052,0.06733826276407977
p01_stress_expand,variable_processing,140087622.10920906,0.8200654048264293
p01_stress_expand,transport,687564.9558321459,0.004024968268855272
p01_stress_expand,expansion,147618.79860820706,0.0008641525069663697
p01_stress_expand,emergency,12356339.903056769,0.07233334917251828
p01_stress_expand_full,fixed_collection,3005568.8702834975,0.01755904112488972
p01_stress_expand_full,fixed_processing,3605136.452173297,0.02106181623400264
p01_stress_expand_full,variable_collection,11440523.515252402,0.0668374712290777
p01_stress_expand_full,variable_processing,140087622.10920903,0.8184155558783096
p01_stress_expand_full,transport,674114.4045779684,0.003938290241789934
p01_stress_expand_full,expansion,0.0,0.0
p01_stress_expand_full,emergency,12356339.903056769,0.07218782529193038
