scenario,option_id,collection_id,city,mode,throughput_tons,capacity_tons,utilization,lon,lat
demand_low,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
demand_low,C17_E,C17,肇庆,entrusted,420.87749412751083,3000.0,0.1402924980425036,112.4603629,23.0501661
demand_high,C02_S,C02,深圳,self_build,3000.0,3000.0,1.0,114.0545429,22.5445741
demand_high,C08_E,C08,梅州,entrusted,810.085970515284,3000.0,0.27002865683842797,116.1171428,24.2918414
demand_high,C09_S,C09,惠州,self_build,3000.0,3000.0,1.0,114.4127007,23.1125153
demand_high,C16_E,C16,茂名,entrusted,626.4343907947599,3000.0,0.2088114635982533,110.9209511,21.6656961
demand_high,C17_S,C17,肇庆,self_build,1784.0320393362445,3000.0,0.5946773464454148,112.4603629,23.0501661
spatial_s1,C02_S,C02,深圳,self_build,2217.96018550714,3000.0,0.7393200618357133,114.0545429,22.5445741
spatial_s1,C08_E,C08,梅州,entrusted,300.0,3000.0,0.1,116.1171428,24.2918414
spatial_s1,C10_E,C10,汕尾,entrusted,300.0,3000.0,0.1,115.5099937,23.0123639
spatial_s1,C16_E,C16,茂名,entrusted,338.33188775498184,3000.0,0.11277729591832727,110.9209511,21.6656961
spatial_s1,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
spatial_s2,C02_S,C02,深圳,self_build,2249.2713827212947,3000.0,0.7497571275737649,114.0545429,22.5445741
spatial_s2,C08_E,C08,梅州,entrusted,347.1014557645295,3000.0,0.11570048525484315,116.1171428,24.2918414
spatial_s2,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
spatial_s2,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
capture_low,C02_E,C02,深圳,entrusted,590.6978134934498,3000.0,0.19689927116448325,114.0545429,22.5445741
capture_low,C09_E,C09,惠州,entrusted,365.5915204270705,3000.0,0.12186384014235684,114.4127007,23.1125153
capture_low,C17_E,C17,肇庆,entrusted,514.9250259572052,3000.0,0.1716416753190684,112.4603629,23.0501661
capture_high,C01_S,C01,广州,self_build,1822.1010423144091,3000.0,0.6073670141048031,113.2589581,23.1288429
capture_high,C08_E,C08,梅州,entrusted,459.3288310742358,3000.0,0.1531096103580786,116.1171428,24.2918414
capture_high,C09_S,C09,惠州,self_build,2291.542037318777,3000.0,0.7638473457729257,114.4127007,23.1125153
capture_high,C16_E,C16,茂名,entrusted,355.1960988602618,3000.0,0.11839869962008727,110.9209511,21.6656961
capture_high,C17_E,C17,肇庆,entrusted,299.9999999999998,3000.0,0.09999999999999992,112.4603629,23.0501661
scale_low_combo,C02_E,C02,深圳,entrusted,359.96107664628823,3000.0,0.11998702554876274,114.0545429,22.5445741
scale_low_combo,C06_E,C06,韶关,entrusted,6.362849275109171,3000.0,0.002120949758369724,113.8155263,24.8309489
scale_low_combo,C08_E,C08,梅州,entrusted,47.77510586899564,3000.0,0.015925035289665213,116.1171428,24.2918414
scale_low_combo,C10_E,C10,汕尾,entrusted,52.97536820960703,3000.0,0.017658456069869013,115.5099937,23.0123639
scale_low_combo,C16_E,C16,茂名,entrusted,48.386993729257654,3000.0,0.01612899790975255,110.9209511,21.6656961
scale_low_combo,C17_E,C17,肇庆,entrusted,203.11460627074234,3000.0,0.06770486875691412,112.4603629,23.0501661
scale_stress_combo,C01_S,C01,广州,self_build,3000.0,3000.0,1.0,113.2589581,23.1288429
scale_stress_combo,C02_S,C02,深圳,self_build,3000.0,3000.0,1.0,114.0545429,22.5445741
scale_stress_combo,C08_S,C08,梅州,self_build,1215.1289557729258,3000.0,0.40504298525764193,116.1171428,24.2918414
scale_stress_combo,C09_S,C09,惠州,self_build,2676.0480590043676,3000.0,0.8920160196681225,114.4127007,23.1125153
scale_stress_combo,C16_E,C16,茂名,entrusted,939.6515861921401,3000.0,0.31321719539738,110.9209511,21.6656961
scale_stress_combo,C17_S,C17,肇庆,self_build,3000.0,3000.0,1.0,112.4603629,23.0501661
transport_low,C02_S,C02,深圳,self_build,2342.428719755459,3000.0,0.7808095732518197,114.0545429,22.5445741
transport_low,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
transport_low,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
transport_low,C17_E,C17,肇庆,entrusted,299.99999999999994,3000.0,0.09999999999999998,112.4603629,23.0501661
transport_high,C02_S,C02,深圳,self_build,2342.4287197554586,3000.0,0.7808095732518195,114.0545429,22.5445741
transport_high,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
transport_high,C09_E,C09,惠州,entrusted,299.99999999999994,3000.0,0.09999999999999998,114.4127007,23.1125153
transport_high,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
transport_double,C02_S,C02,深圳,self_build,2342.428719755455,3000.0,0.7808095732518183,114.0545429,22.5445741
transport_double,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
transport_double,C09_E,C09,惠州,entrusted,300.0000000000002,3000.0,0.10000000000000007,114.4127007,23.1125153
transport_double,C17_E,C17,肇庆,entrusted,299.9999999999994,3000.0,0.0999999999999998,112.4603629,23.0501661
transport_fivefold,C02_S,C02,深圳,self_build,2342.4287197554413,3000.0,0.7808095732518138,114.0545429,22.5445741
transport_fivefold,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
transport_fivefold,C09_E,C09,惠州,entrusted,299.99999999999994,3000.0,0.09999999999999998,114.4127007,23.1125153
transport_fivefold,C17_E,C17,肇庆,entrusted,299.99999999999903,3000.0,0.09999999999999967,112.4603629,23.0501661
radius_tight,C01_S,C01,广州,self_build,1008.4303044541641,3000.0,0.3361434348180547,113.2589581,23.1288429
radius_tight,C02_S,C02,深圳,self_build,1580.4088999563319,3000.0,0.5268029666521106,114.0545429,22.5445741
radius_tight,C17_E,C17,肇庆,entrusted,299.9999999999999,3000.0,0.09999999999999996,112.4603629,23.0501661
radius_loose,C10_E,C10,汕尾,entrusted,359.80873606113533,3000.0,0.11993624535371178,115.5099937,23.0123639
radius_loose,C18_S,C18,清远,self_build,2748.8744889344975,3000.0,0.9162914963114992,113.0505994,23.6832984
radius_loose,C21_E,C21,云浮,entrusted,299.9999999999995,3000.0,0.09999999999999983,111.8078586,22.8546663
road_factor_low,C09_S,C09,惠州,self_build,2684.8541672227084,3000.0,0.8949513890742361,114.4127007,23.1125153
road_factor_low,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
road_factor_low,C20_E,C20,揭阳,entrusted,300.0,3000.0,0.1,116.3680354,23.553156
road_factor_high,C02_S,C02,深圳,self_build,2588.8392044104794,3000.0,0.8629464014701598,114.0545429,22.5445741
road_factor_high,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
road_factor_high,C20_E,C20,揭阳,entrusted,322.1513425502184,3000.0,0.10738378085007279,116.3680354,23.553156
organization_self,C02_S,C02,深圳,self_build,1181.3956269868995,3000.0,0.3937985423289665,114.0545429,22.5445741
organization_self,C08_S,C08,梅州,self_build,306.21921571615724,3000.0,0.10207307190538574,116.1171428,24.2918414
organization_self,C09_S,C09,惠州,self_build,624.0063140534927,3000.0,0.20800210468449756,114.4127007,23.1125153
organization_self,C17_S,C17,肇庆,self_build,1137.0267767150663,3000.0,0.37900892557168875,112.4603629,23.0501661
organization_entrusted,C02_E,C02,深圳,entrusted,1181.3956269868995,3000.0,0.3937985423289665,114.0545429,22.5445741
organization_entrusted,C08_E,C08,梅州,entrusted,306.21921571615724,3000.0,0.10207307190538574,116.1171428,24.2918414
organization_entrusted,C09_E,C09,惠州,entrusted,624.0063140534936,3000.0,0.20800210468449787,114.4127007,23.1125153
organization_entrusted,C17_E,C17,肇庆,entrusted,1137.0267767150654,3000.0,0.37900892557168847,112.4603629,23.0501661
self_build_cost_low,C01_S,C01,广州,self_build,1114.734028209607,3000.0,0.37157800940320235,113.2589581,23.1288429
self_build_cost_low,C08_S,C08,梅州,self_build,306.2192207161572,3000.0,0.1020730735720524,116.1171428,24.2918414
self_build_cost_low,C09_S,C09,惠州,self_build,1527.6946915458511,3000.0,0.509231563848617,114.4127007,23.1125153
self_build_cost_low,C17_S,C17,肇庆,self_build,300.0,3000.0,0.1,112.4603629,23.0501661
self_build_cost_high,C01_E,C01,广州,entrusted,1114.7340282096068,3000.0,0.37157800940320224,113.2589581,23.1288429
self_build_cost_high,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
self_build_cost_high,C09_E,C09,惠州,entrusted,1527.694691545852,3000.0,0.5092315638486173,114.4127007,23.1125153
self_build_cost_high,C17_E,C17,肇庆,entrusted,299.9999999999999,3000.0,0.09999999999999996,112.4603629,23.0501661
collection_capacity_low,C02_S,C02,深圳,self_build,1000.0,1000.0,1.0,114.0545429,22.5445741
collection_capacity_low,C08_E,C08,梅州,entrusted,306.2192207161572,1000.0,0.3062192207161572,116.1171428,24.2918414
collection_capacity_low,C09_S,C09,惠州,self_build,942.4287197554582,1000.0,0.9424287197554583,114.4127007,23.1125153
collection_capacity_low,C17_S,C17,肇庆,self_build,1000.0,1000.0,1.0,112.4603629,23.0501661
collection_capacity_high,C02_S,C02,深圳,self_build,2342.4287197554586,5000.0,0.4684857439510917,114.0545429,22.5445741
collection_capacity_high,C08_E,C08,梅州,entrusted,306.219220716157,5000.0,0.0612438441432314,116.1171428,24.2918414
collection_capacity_high,C09_E,C09,惠州,entrusted,300.0,5000.0,0.06,114.4127007,23.1125153
collection_capacity_high,C17_E,C17,肇庆,entrusted,299.99999999999994,5000.0,0.05999999999999999,112.4603629,23.0501661
collection_minimum_zero,C06_E,C06,韶关,entrusted,31.138660288209607,3000.0,0.010379553429403202,113.8155263,24.8309489
collection_minimum_zero,C07_E,C07,河源,entrusted,37.65739351091751,3000.0,0.01255246450363917,115.0577538,24.1014769
collection_minimum_zero,C11_S,C11,东莞,self_build,2820.7687339912663,3000.0,0.9402562446637555,113.7452332,23.0183568
collection_minimum_zero,C16_E,C16,茂名,entrusted,200.59117248908288,3000.0,0.06686372416302763,110.9209511,21.6656961
collection_minimum_zero,C20_E,C20,揭阳,entrusted,322.15134255021786,3000.0,0.10738378085007262,116.3680354,23.553156
collection_minimum_zero,C21_E,C21,云浮,entrusted,104.27669717030574,3000.0,0.03475889905676858,111.8078586,22.8546663
collection_minimum_100,C08_E,C08,梅州,entrusted,100.0,3000.0,0.03333333333333333,116.1171428,24.2918414
collection_minimum_100,C11_S,C11,东莞,self_build,2820.768733991267,3000.0,0.9402562446637556,113.7452332,23.0183568
collection_minimum_100,C16_E,C16,茂名,entrusted,200.59117148908297,3000.0,0.06686372382969433,110.9209511,21.6656961
collection_minimum_100,C20_E,C20,揭阳,entrusted,259.8087360611364,3000.0,0.0866029120203788,116.3680354,23.553156
collection_minimum_100,C21_E,C21,云浮,entrusted,104.27669717030406,3000.0,0.034758899056768024,111.8078586,22.8546663
collection_minimum_500,C02_S,C02,深圳,self_build,1942.4287197554606,3000.0,0.6474762399184869,114.0545429,22.5445741
collection_minimum_500,C09_E,C09,惠州,entrusted,500.0000000000013,3000.0,0.1666666666666671,114.4127007,23.1125153
collection_minimum_500,C17_E,C17,肇庆,entrusted,500.0,3000.0,0.16666666666666666,112.4603629,23.0501661
partner_capacity_low,C02_S,C02,深圳,self_build,2342.4287197554586,3000.0,0.7808095732518195,114.0545429,22.5445741
partner_capacity_low,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
partner_capacity_low,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
partner_capacity_low,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
partner_capacity_high,C02_S,C02,深圳,self_build,2342.4287197554595,3000.0,0.7808095732518199,114.0545429,22.5445741
partner_capacity_high,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
partner_capacity_high,C09_E,C09,惠州,entrusted,300.00000000000017,3000.0,0.10000000000000006,114.4127007,23.1125153
partner_capacity_high,C17_E,C17,肇庆,entrusted,299.99999999999983,3000.0,0.09999999999999995,112.4603629,23.0501661
partner_enhanced,C02_S,C02,深圳,self_build,2342.4287197554568,3000.0,0.7808095732518189,114.0545429,22.5445741
partner_enhanced,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
partner_enhanced,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
partner_enhanced,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
processing_cost_low,C02_S,C02,深圳,self_build,2342.4287197554586,3000.0,0.7808095732518195,114.0545429,22.5445741
processing_cost_low,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
processing_cost_low,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
processing_cost_low,C17_E,C17,肇庆,entrusted,299.99999999999994,3000.0,0.09999999999999998,112.4603629,23.0501661
processing_cost_high,C02_S,C02,深圳,self_build,2342.4287197554586,3000.0,0.7808095732518195,114.0545429,22.5445741
processing_cost_high,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
processing_cost_high,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
processing_cost_high,C17_E,C17,肇庆,entrusted,299.99999999999994,3000.0,0.09999999999999998,112.4603629,23.0501661
reuse_low,C02_S,C02,深圳,self_build,2342.428719755458,3000.0,0.7808095732518193,114.0545429,22.5445741
reuse_low,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
reuse_low,C09_E,C09,惠州,entrusted,300.0000000000002,3000.0,0.10000000000000007,114.4127007,23.1125153
reuse_low,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
reuse_high,C02_S,C02,深圳,self_build,2342.4287197554577,3000.0,0.7808095732518192,114.0545429,22.5445741
reuse_high,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
reuse_high,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
reuse_high,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
emergency_cost_50,C02_S,C02,深圳,self_build,2342.4287197554586,3000.0,0.7808095732518195,114.0545429,22.5445741
emergency_cost_50,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
emergency_cost_50,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
emergency_cost_50,C17_E,C17,肇庆,entrusted,299.99999999999994,3000.0,0.09999999999999998,112.4603629,23.0501661
emergency_cost_75,C02_S,C02,深圳,self_build,2342.4287197554586,3000.0,0.7808095732518195,114.0545429,22.5445741
emergency_cost_75,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
emergency_cost_75,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
emergency_cost_75,C17_E,C17,肇庆,entrusted,299.99999999999994,3000.0,0.09999999999999998,112.4603629,23.0501661
emergency_cost_125,C02_S,C02,深圳,self_build,2342.4287197554586,3000.0,0.7808095732518195,114.0545429,22.5445741
emergency_cost_125,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
emergency_cost_125,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
emergency_cost_125,C17_E,C17,肇庆,entrusted,299.99999999999994,3000.0,0.09999999999999998,112.4603629,23.0501661
p01_free,C05_S,C05,佛山,self_build,2342.4287197554586,3000.0,0.7808095732518195,113.1159558,23.0239788
p01_free,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
p01_free,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
p01_free,C17_E,C17,肇庆,entrusted,300.0000000000001,3000.0,0.10000000000000003,112.4603629,23.0501661
p01_reduced,C01_S,C01,广州,self_build,2342.428719755458,3000.0,0.7808095732518193,113.2589581,23.1288429
p01_reduced,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
p01_reduced,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
p01_reduced,C17_E,C17,肇庆,entrusted,300.0,3000.0,0.1,112.4603629,23.0501661
p01_fixed_om_low,C02_S,C02,深圳,self_build,2342.4287197554586,3000.0,0.7808095732518195,114.0545429,22.5445741
p01_fixed_om_low,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
p01_fixed_om_low,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
p01_fixed_om_low,C17_E,C17,肇庆,entrusted,299.99999999999994,3000.0,0.09999999999999998,112.4603629,23.0501661
p01_fixed_om_high,C02_S,C02,深圳,self_build,2342.4287197554586,3000.0,0.7808095732518195,114.0545429,22.5445741
p01_fixed_om_high,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
p01_fixed_om_high,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
p01_fixed_om_high,C17_E,C17,肇庆,entrusted,299.99999999999994,3000.0,0.09999999999999998,112.4603629,23.0501661
facility_count_min_relaxed,C02_S,C02,深圳,self_build,2342.428719755457,3000.0,0.7808095732518191,114.0545429,22.5445741
facility_count_min_relaxed,C08_E,C08,梅州,entrusted,306.219220716157,3000.0,0.10207307357205234,116.1171428,24.2918414
facility_count_min_relaxed,C09_E,C09,惠州,entrusted,300.0,3000.0,0.1,114.4127007,23.1125153
facility_count_min_relaxed,C17_E,C17,肇庆,entrusted,299.9999999999995,3000.0,0.09999999999999983,112.4603629,23.0501661
p01_stress_no_expand,C02_S,C02,深圳,self_build,3000.0,3000.0,1.0,114.0545429,22.5445741
p01_stress_no_expand,C05_S,C05,佛山,self_build,3000.0,3000.0,1.0,113.1159558,23.0239788
p01_stress_no_expand,C08_S,C08,梅州,self_build,1215.1289557729258,3000.0,0.40504298525764193,116.1171428,24.2918414
p01_stress_no_expand,C09_S,C09,惠州,self_build,2676.048059004368,3000.0,0.8920160196681227,114.4127007,23.1125153
p01_stress_no_expand,C16_E,C16,茂名,entrusted,939.6515861921398,3000.0,0.3132171953973799,110.9209511,21.6656961
p01_stress_no_expand,C17_S,C17,肇庆,self_build,3000.0,3000.0,1.0,112.4603629,23.0501661
p01_stress_expand,C01_S,C01,广州,self_build,3000.0,3000.0,1.0,113.2589581,23.1288429
p01_stress_expand,C02_S,C02,深圳,self_build,2999.9999999999995,3000.0,0.9999999999999999,114.0545429,22.5445741
p01_stress_expand,C05_S,C05,佛山,self_build,3000.0,3000.0,1.0,113.1159558,23.0239788
p01_stress_expand,C08_S,C08,梅州,self_build,1215.1289557729258,3000.0,0.40504298525764193,116.1171428,24.2918414
p01_stress_expand,C09_S,C09,惠州,self_build,2519.720407205241,3000.0,0.839906802401747,114.4127007,23.1125153
p01_stress_expand,C16_E,C16,茂名,entrusted,795.9792379912667,3000.0,0.26532641266375556,110.9209511,21.6656961
p01_stress_expand,C21_E,C21,云浮,entrusted,300.0,3000.0,0.1,111.8078586,22.8546663
p01_stress_expand_full,C02_S,C02,深圳,self_build,3000.0,3000.0,1.0,114.0545429,22.5445741
p01_stress_expand_full,C05_S,C05,佛山,self_build,3000.0,3000.0,1.0,113.1159558,23.0239788
p01_stress_expand_full,C08_S,C08,梅州,self_build,1215.1289557729258,3000.0,0.40504298525764193,116.1171428,24.2918414
p01_stress_expand_full,C09_S,C09,惠州,self_build,2676.0480590043676,3000.0,0.8920160196681225,114.4127007,23.1125153
p01_stress_expand_full,C16_E,C16,茂名,entrusted,939.6515861921398,3000.0,0.3132171953973799,110.9209511,21.6656961
p01_stress_expand_full,C17_S,C17,肇庆,self_build,3000.0,3000.0,1.0,112.4603629,23.0501661
