facility_id,physical_id,name,type,lon,lat,capacity_tons,shared_capacity_tons,min_throughput_tons,fixed_cost_yuan_per_year,raw_fixed_equivalent_yuan_per_year,unit_processing_cost_yuan_per_ton,existing,must_open,city,coordinate_quality,parameter_quality,source_url,notes
P01,P01,汕尾比亚迪废旧动力电池回收项目,recycling,115.3492668,22.838065,10000,10000,0,1561860.0,1561860.0,12621,1,1,汕尾,红草镇级代理,A-容量/投资；D-运营参数,https://www.shanwei.gov.cn/swhbj/493/506/content/post_526956.html,既有设施：固定成本仅计4%运维；若研究扩建，另启用新建等价成本
P11,P11,深圳市杰成镍钴新能源科技有限公司,echelon,114.0545429,22.5445741,3000,3000,300,141772.11652280652,1417721.165228065,5500,0,0,深圳,城市级代理,A-名单或D-虚拟节点；C/D-成本容量,https://www.miit.gov.cn/zwgk/zcwj/wjfb/gg/art/2022/art_751a83c5cae9443087ecfc5cb16e3be5.html,所有非公开企业字段均为可替换情景值; contract access cost set at 10% of full annualized equivalent
P12,P12,江门市恒创睿能环保科技有限公司,recycling,113.0761073,22.5816619,10000,10000,1000,738093.9930410353,7380939.930410353,12621,0,0,江门,城市级代理,A-名单或D-虚拟节点；C/D-成本容量,https://wap.miit.gov.cn/jgsj/jns/gzdt/art/2021/art_d84563327a33454f9f54d164cfde859b.html,所有非公开企业字段均为可替换情景值; contract access cost set at 10% of full annualized equivalent
P13,P13,广东佳纳能源科技有限公司,recycling,113.0505994,23.6832984,10000,10000,1000,738093.9930410353,7380939.930410353,12621,0,0,清远,城市级代理,A-名单或D-虚拟节点；C/D-成本容量,https://wap.miit.gov.cn/jgsj/jns/gzdt/art/2021/art_d84563327a33454f9f54d164cfde859b.html,所有非公开企业字段均为可替换情景值; contract access cost set at 10% of full annualized equivalent
P14,P14,格林美（深圳）循环科技有限公司,echelon,114.0545429,22.5445741,3000,3000,300,141772.11652280652,1417721.165228065,5500,0,0,深圳,城市级代理,A-名单或D-虚拟节点；C/D-成本容量,https://www.miit.gov.cn/cms_files/filemanager/1226211233/attach/20238/77f5d7ade1bf4ca9b32ac9e430e2725d.pdf,所有非公开企业字段均为可替换情景值; contract access cost set at 10% of full annualized equivalent
P15,P15,绿循新能源科技（佛山）有限责任公司,echelon,113.1159558,23.0239788,3000,3000,300,141772.11652280652,1417721.165228065,5500,0,0,佛山,城市级代理,A-名单或D-虚拟节点；C/D-成本容量,https://www.miit.gov.cn/cms_files/filemanager/1226211233/attach/20238/77f5d7ade1bf4ca9b32ac9e430e2725d.pdf,所有非公开企业字段均为可替换情景值; contract access cost set at 10% of full annualized equivalent
P16,P16,深圳艾云动智慧科技有限公司,echelon,114.0545429,22.5445741,3000,3000,300,141772.11652280652,1417721.165228065,5500,0,0,深圳,城市级代理,A-名单或D-虚拟节点；C/D-成本容量,https://www.miit.gov.cn/cms_files/filemanager/1226211233/attach/20238/77f5d7ade1bf4ca9b32ac9e430e2725d.pdf,所有非公开企业字段均为可替换情景值; contract access cost set at 10% of full annualized equivalent
P17,P17,深圳市荣高晟新能源科技有限公司,echelon,114.0545429,22.5445741,3000,3000,300,141772.11652280652,1417721.165228065,5500,0,0,深圳,城市级代理,A-名单或D-虚拟节点；C/D-成本容量,https://www.miit.gov.cn/cms_files/filemanager/1226211233/attach/20238/77f5d7ade1bf4ca9b32ac9e430e2725d.pdf,所有非公开企业字段均为可替换情景值; contract access cost set at 10% of full annualized equivalent
P18,P18,中商锂新能源科技（惠州）有限公司,echelon,114.4127007,23.1125153,3000,3000,300,141772.11652280652,1417721.165228065,5500,0,0,惠州,城市级代理,A-名单或D-虚拟节点；C/D-成本容量,https://www.miit.gov.cn/cms_files/filemanager/1226211233/attach/20238/77f5d7ade1bf4ca9b32ac9e430e2725d.pdf,所有非公开企业字段均为可替换情景值; contract access cost set at 10% of full annualized equivalent
P19,P19,广东盛祥新材料科技有限公司,recycling,113.8155263,24.8309489,10000,10000,1000,738093.9930410353,7380939.930410353,12621,0,0,韶关,城市级代理,A-名单或D-虚拟节点；C/D-成本容量,https://www.miit.gov.cn/cms_files/filemanager/1226211233/attach/20238/77f5d7ade1bf4ca9b32ac9e430e2725d.pdf,所有非公开企业字段均为可替换情景值; contract access cost set at 10% of full annualized equivalent
P20E,P20,广东金晟新能源股份有限公司（梯次功能）,echelon,112.4603629,23.0501661,3000,10000,300,141772.11652280652,1417721.165228065,5500,0,0,肇庆,城市级代理,A-名单或D-虚拟节点；C/D-成本容量,https://www.miit.gov.cn/cms_files/filemanager/1226211233/attach/20238/77f5d7ade1bf4ca9b32ac9e430e2725d.pdf,所有非公开企业字段均为可替换情景值; contract access cost set at 10% of full annualized equivalent
P20R,P20,广东金晟新能源股份有限公司（再生功能）,recycling,112.4603629,23.0501661,10000,10000,1000,738093.9930410353,7380939.930410353,12621,0,0,肇庆,城市级代理,A-名单或D-虚拟节点；C/D-成本容量,https://www.miit.gov.cn/cms_files/filemanager/1226211233/attach/20238/77f5d7ade1bf4ca9b32ac9e430e2725d.pdf,所有非公开企业字段均为可替换情景值; contract access cost set at 10% of full annualized equivalent
P21E,P21,广东瑞科美电源技术有限公司（梯次功能）,echelon,113.1159558,23.0239788,3000,10000,300,141772.11652280652,1417721.165228065,5500,0,0,佛山,城市级代理,A-名单或D-虚拟节点；C/D-成本容量,https://www.miit.gov.cn/cms_files/filemanager/1226211233/attach/20238/77f5d7ade1bf4ca9b32ac9e430e2725d.pdf,所有非公开企业字段均为可替换情景值; contract access cost set at 10% of full annualized equivalent
P21R,P21,广东瑞科美电源技术有限公司（再生功能）,recycling,113.1159558,23.0239788,10000,10000,1000,738093.9930410353,7380939.930410353,12621,0,0,佛山,城市级代理,A-名单或D-虚拟节点；C/D-成本容量,https://www.miit.gov.cn/cms_files/filemanager/1226211233/attach/20238/77f5d7ade1bf4ca9b32ac9e430e2725d.pdf,所有非公开企业字段均为可替换情景值; contract access cost set at 10% of full annualized equivalent
